Title,Cast,Overview,Language,Genres,Primary_Mood,Moods,Genres_Source,Rating,release_year,has_release_year,Popularity_Scaled,Vote_Count_Scaled,Rating_Scaled,action,adventure,animation,comedy,crime,documentary,drama,family,fantasy,history,horror,music,mystery,romance,science fiction,thriller,tv movie,war,western,Language_english,Language_hindi,Language_kannada,Language_telugu,mood_admiration,mood_amusement,mood_anger,mood_approval,mood_caring,mood_confusion,mood_curiosity,mood_desire,mood_excitement,mood_fear,mood_joy,mood_love,mood_neutral,mood_optimism,mood_realization,mood_sadness,mood_surprise
murder at koh e fiza,,"film based in bhopal, it's murder mystery in today's time .",hindi,mystery,confusion,confusion,original,2.0,2022.0,1,-0.6013544357075881,-0.758997940807967,-3.196434421169498,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
milk tooth,,"while fetching groceries with his sister noor, rahim plays a prank on his friend salman, the son of the neighborhood grocer. when his joke backfires and salman is punished for it, rahim's guilt and regret change him and noor forever.",hindi,drama,sadness,"sadness, neutral",original,6.0,0.0,0,-0.0940585238675622,-0.9982459939628232,-0.101809051228807,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
guest for a day,,"on the night of a festival celebrating the brother-sister bond, a debt-ridden man from a small town in india secretly returns home to reunite with his sister and family while the threat of moneylenders looms large over the reunion.",hindi,"drama, family",caring,"caring, curiosity",original,6.0,0.0,0,-0.13684722445057,-0.9982459939628232,-0.101809051228807,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
the colour yellow,,"this is a story about young girls after they are rescued from trafficking. a story of hope, and continuous fight against injustice as they deal with trauma, discrimination, stigmatization, threats, re-victimization.",hindi,documentary,optimism,optimism,original,6.0,2024.0,1,-0.5031489974575972,-0.9982459939628232,-0.101809051228807,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
rest in manhole,,"the workers of safai karmachari andolan, led by roman magsaysay award winner activist bezwada wilson, are on a mission to eradicate manual scavenging, a practice in which lower-caste men and women manually clear human excrement from gutters, and liberate those forced into this occupation by dint of their birth.",hindi,"documentary, drama",sadness,"sadness, neutral",original,6.0,0.0,0,-0.4866289367374029,-0.9982459939628232,-0.101809051228807,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
chitthi,,"a short film that explores the idea of alienation through a queer lens as well as the consequences of such subordination. the story unfolds itself through a letter, where the protagonist (the narrator) equates the loss of his lover with a man he sees in his dreams. unaware of what has happened to his lover, whether he has gone missing or been a victim to of a hate crime; he asks his mother how to cope with such a loss.",hindi,"action, crime, mystery, science fiction, war",love,"love, optimism",inferred_text,6.0,2024.0,1,-0.4945023263321482,-0.9982459939628232,-0.101809051228807,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
rhythm of a flower,,"kumar gandharav, a child prodigy who subsequently became one of the finest and most original geniuses of indian classical music, was struck by tuberculosis at the height of his abilities. for years, he lay in bed, barred from using his lungs, unsure if he would ever be able to rise or sing again. meanwhile, his senses were gathering sounds from nature, from distant folk melodies, and from every vibration of life. sometimes he practiced, singing so softly that it was hardly audible beyond his bed. this film takes this single moment of him lying on his sick bed and expands it, where his life of music and contemplation moves like a dream. when he rises after six years in bed, with only one lung spared, he writes, sings, and teaches again, giving voice to the six long years of silence and bridging the old and new with visionary insights.",hindi,"animation, music, history",approval,"approval, optimism",original,6.0,2024.0,1,-0.3150169956906672,-0.9982459939628232,-0.101809051228807,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
paperplanes,,"a noisy, hyper-mischievous classroom of 4th graders are caught off-guard as the teacher walks in unannounced, which is followed by a surprise test of creativity and character.",hindi,"animation, drama",approval,"approval, surprise",original,6.0,2023.0,1,-0.5986210987016471,-0.9982459939628232,-0.101809051228807,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hindi,,"on the evening of june 20, rajiv kumar was found dead in his home. the police investigation revealed a few key details: he had been killed by a single stab wound to his chest, and the weapon was a kitchen knife (which rajiv kept on.",hindi,"drama, music",curiosity,curiosity,original,6.0,2025.0,1,-0.2447824729694646,-0.758997940807967,-0.101809051228807,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
behind the doors,,"the film emphasizes the toll the pandemic has had on the mental lives of young and ambitious individuals. while covid-19 continues to exacerbate physical vulnerabilities across the world, the film tells us about human nature and touch.",hindi,documentary,neutral,neutral,original,6.0,2022.0,1,-0.3140555826356814,-0.9982459939628232,-0.101809051228807,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
little singham: kaal ki tabaahi,,kaal is back -- bigger and badder than ever! can little singham fight the battle of a lifetime to stop the demons plans to wreak havoc on earth?,hindi,"action, comedy",excitement,"excitement, anger",original,8.0,2019.0,1,-0.554914188670306,-0.758997940807967,1.4455036337415383,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
shikhandi,,"dev, a 20 year old boy, in love with theatre; lives with his widowed father. dev explores and discovers his trans-identity through the mythological character of shikhandi from the mahabharata.",hindi,drama,confusion,"confusion, curiosity",fallback,6.0,2021.0,1,-0.4458735310195306,-0.9982459939628232,-0.101809051228807,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
student of the year 3,,,hindi,drama,sadness,"sadness, neutral",fallback,6.0,0.0,0,-0.4061509601884727,-0.9982459939628232,-0.101809051228807,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
the scent of tulsi,,"in a house stalled amid renovation, tulsi lived with her grandfather. she builds a hidden world with her lover woven by deep buried desires. while the house gets completed and the lover is destined to leave, their fragile world begins to collapse.",hindi,drama,desire,"desire, love",original,6.0,0.0,0,-0.537140652094133,-0.9982459939628232,-0.101809051228807,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
writ,,"a casual conversation on the use of appropriate language sets off a whirlwind romance between pranay and akshar. they start meeting regularly and the romance blossoms. however, there is one issue - akshar is a sex worker. the film takes us through the vicissitudes of their romantic journey.",hindi,"fantasy, thriller, horror",love,"love, sadness",original,6.0,2024.0,1,-0.3685721865262696,-0.9982459939628232,-0.101809051228807,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
dharkan,,"young deepak roy accidentally shoots his childhood friend, suraj, and believing him to be dead, runs away from home. quite unknown to him, suraj has survived and is living with deepak's mom. years later, mrs. roy is thrilled when she gets a telegram informing her of deepak's home-coming, and both suraj and she go to anandpuri railway station to welcome him back. deepak arrives, he is welcomed, takes over the business, and the estate. he gets married to rekha, who was at one time in love with suraj. the years go by, mrs. roy has an accident and loses her vision, and then rekha's dad passes away, leaving her to care for her younger brother, dobby. although dobby has never been to rekha's place, nor has he ever met deepak, he knows all about the house, the belongings, the furniture, even the items in deepak's safe - he also knows a deadly secret that deepak has kept from everyone - murder!!",hindi,"drama, romance",caring,"caring, curiosity",original,4.5,1995.0,1,0.3628644911219321,-0.6190468013418342,-1.262293564956566,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
for susan,,"for susan explores the idea of dignity. inspired by the directors grandmothers notebooks, it finds pleasure in activities hidden or forgotten.",hindi,documentary,neutral,neutral,original,6.0,2018.0,1,-0.5606026142158331,-0.9982459939628232,-0.101809051228807,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
untitled sara ali khan/ayushmann khurrana project,,,hindi,drama,sadness,"sadness, neutral",fallback,6.0,0.0,0,-0.8400811254537048,-0.9982459939628232,-0.101809051228807,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
our india,,"directed by paul zils, our india is a short documentary film written by minoo masani. the film focuses on india's post-independence socio-political landscape, documenting the nation's early years of independence and its efforts toward development. with its documentary style, the film emphasizes themes such as national unity, social progress, and the challenges faced by a newly independent india.",hindi,documentary,neutral,neutral,original,6.0,1950.0,1,-0.2554331066923536,-0.9982459939628232,-0.101809051228807,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
little singham super squad secret of 9,,"the super squad springs into action when they discover king kabuki and jaanwar attack and steal a deadly weapon from their headquarters. together, they devise a plan to find the deadly device before it's too late!",hindi,"animation, action, comedy",curiosity,curiosity,original,6.0,0.0,0,-0.5282887638101746,-0.9982459939628232,-0.101809051228807,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
chalu aunty,,a 2002 indian thriller film.,hindi,thriller,fear,"fear, excitement",original,7.5,2002.0,1,-0.3038401217958258,-0.758997940807967,1.058675462498952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
rudra: the rise of king pharaoh,,"when a malicious, resurrected mummy begins to steal the energy of young people in mumbai, kid magician rudra must use his special powers to stop him.",hindi,"animation, fantasy, family",excitement,excitement,original,6.0,2019.0,1,-0.5630745711752662,-0.9982459939628232,-0.101809051228807,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hailstorm,,"hailstorm is based in the narmada valley in central india, an area with extremely low levels of groundwater. farmers here battle for survival, pitched against the vagaries of climate change. following the events of a freak hailstorm over four seasons, the film unfolds the vulnerability and precarity of those that are at the sharpest end of global capitalisms rapacious greed and the furthest from its benefits.",hindi,action,excitement,"excitement, anger",inferred_text,6.0,0.0,0,-0.6025274507233641,-0.9982459939628232,-0.101809051228807,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
kaala paani,,"although he has a tragic childhood, dharamveer grows up to become an honorable cop. trying to perform his duties and keep society safe, he comes across a big-time thief and his loyal henchmen and focuses on successfully arresting them.",hindi,"crime, action, drama",admiration,"admiration, sadness",original,9.5,1980.0,1,-0.2336793833413748,-0.6190468013418342,2.605988147469297,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
the spam call,,the movie based on true story,hindi,documentary,neutral,neutral,inferred_text,6.0,0.0,0,-0.5881264030516995,-0.9982459939628232,-0.101809051228807,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
teaspoon,,"rajiv, wife kavita, and rajivs father, live in an apartment. rajiv works as an insurance agent, and travels a lot. kavita represents a cosmetic company and works from home, as she cannot leave her paralytic father-in-law alone.",hindi,drama,sadness,"sadness, neutral",original,4.5,0.0,0,-0.5284745615747138,-0.6190468013418342,-1.262293564956566,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
uff,,a man cannot satisfy his wife as he is haunted by his past,hindi,romance,love,"love, desire",original,6.0,2020.0,1,0.1872275675376394,-0.9982459939628232,-0.101809051228807,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
jivari,,"jivari, in indian classical music, refers to the overtone-rich sound characteristic of classical indian string instruments such as tanpura, sitar, surbahar, rudra veena and saraswati veena. jivari can refer to the acoustic phenomenon itself and to the meticulously carved bone, ivory or wooden bridges that supports the strings on the sounding-board that produce this particular effect. the film attempts to trace the bridge between the craftsman and the musician by exploring the intimate bond zakir bhai and music shop hse with classical music, and how this bond has evolved over the years, interspersed with letters",hindi,documentary,caring,caring,original,6.0,2017.0,1,-0.5457650116115587,-0.9982459939628232,-0.101809051228807,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
untitled project hardik gajjar film,,,hindi,romance,love,"love, desire",original,6.0,0.0,0,-0.4290377577705969,-0.9982459939628232,-0.101809051228807,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
jeevan bheema yojana,,a new film.,hindi,drama,sadness,"sadness, neutral",fallback,6.0,2026.0,1,0.1118719362662855,-0.9982459939628232,-0.101809051228807,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
a rifle and a bag,,"somi is pregnant with her second child. a girl, she hopes. together with her husband she prepares for this new phase of their parenthood. it means that their son has to go to school, but as an ex-naxalite that is tough to achieve in contemporary india, where people like them are third-rate citizens. they lack the certificates and an opaque bureaucratic process doesn't help. directors isabella rinaldi, cristina hanes and arya rothe of the nocut film collective concentrate on somi's close family ties, painting a portrait of ex-naxalites in india. once, somi and her husband were communist rebels fighting for the rights of indian tribes. however, to safeguard their family's welfare, they surrendered to the government in exchange for marginal compensation and simple accommodation.",hindi,documentary,caring,"caring, optimism",original,5.3,2020.0,1,-0.2411227188396696,-0.5197498876531109,-0.6433684909684281,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
amir khusro,,"the film explores the significant contributions of sufi poet, philosopher, musician, and courtier amir khusro to the indian sub-continent's art and culture.",hindi,documentary,neutral,neutral,original,6.0,1974.0,1,-0.5885137390902303,-0.9982459939628232,-0.101809051228807,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
aadhi naath,,"a man, with the aim of killing the person responsible for his family's murder, finds a girl with the similar history, and they both unite for the common aim.",hindi,action,caring,caring,original,6.0,2006.0,1,-0.5899671747935055,-0.9982459939628232,-0.101809051228807,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hijra,,"this film sheds light on the fascinating and often neglected topic of the hijra community in india, which has been a part of the subcontinent for over 4,000 years. despite being revered and celebrated in religious and spiritual ceremonies, this community continues to face abuse, discrimination, and violence. our film seeks to explore the dimension of evil that resides within our minds and how it reflects onto the perceptions of the hijra community. for us, this film is very special, as it is a product of our personal experiences and the desire to showcase the struggle and bliss of the third gender. we aim to tell a story that is engaging, sensitive, and respectful. our team is excited to bring this project to life, and we hope that it will contribute to a greater understanding and appreciation of the hijra community.",hindi,drama,desire,"desire, optimism",inferred_text,6.0,2025.0,1,0.2184205938437154,-0.9982459939628232,-0.101809051228807,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
indias 1st best trans model agency,,"rudrani chettri has set up a model agency for indias trans community. but in a world of prejudice, violence and marginalisation, can they win a place on the catwalk?",hindi,documentary,neutral,neutral,original,6.0,2024.0,1,-0.532661340669681,-0.9982459939628232,-0.101809051228807,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ghar ka chiraag,,"kumar is a very wealthy businessman and lives a comfortable lifestyle with his lovely wife, asha, in a palatial house. the only thing missing from their lives is a son. when asha gets pregnant, kumar knows that all his dreams will be fulfilled and his business will be known as ""kumar & son"". unfortunately, asha has a miscarriage which results in her death as well as in the death of their son. a devastated kumar takes to alcohol and devotes his energy and finances to a school for needy children in scenic mussoorie. it is here he gets to meet the college principal's daughter, kiran, who he knows is in love with a fellow-collegian, ravi. ravi must now find out why kiran's father lied to him, and whether or not kiran wanted to marry kumar because of his wealth.",hindi,"family, mystery",love,"love, optimism",inferred_text,6.0,1989.0,1,-0.5823287892723668,-0.6190468013418342,-0.101809051228807,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
two point three (2.3),,"abhishek handa, a temperamental chef, invites his wife, ritu to review his food. ritu is a professional food critic and takes her job pretty seriously. after tasting couple of dishes, she rates him 2.3.",hindi,drama,sadness,"sadness, neutral",original,6.0,2017.0,1,-0.5795349272316571,-0.9982459939628232,-0.101809051228807,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
the criminals of kathmandu,,"feluda finds a fake medicine racket is operating from nepal. he goes to nepal with jatayu and tapesh to catch a murderer, and discovers the case to be far more complicating than it seems. while investigating, jatayu gets drugged and feluda meets his arch-enemy maganlal meghraj in kathmandu.",hindi,crime,curiosity,"curiosity, realization",inferred_text,6.0,0.0,0,-0.3301632628901441,-0.9982459939628232,-0.101809051228807,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
unlocked,,"zoya diwan and her 8 year old son are stuck in an abusive marriage with her activist husband, when she is sought out for help by a victim of triple talaq",hindi,"action, thriller",excitement,"excitement, anger",original,6.265,2017.0,1,1.8026976572729805,1.457782420345781,0.1032098795297634,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
the green force,,ex-army chief created a secret force to save the nation from terror attacks. green force is an unofficial team of patriots which fight against every terrorist activities.,hindi,crime,curiosity,"curiosity, fear",original,6.0,2021.0,1,-0.3884194152850183,-0.9982459939628232,-0.101809051228807,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
a good question,,"in punjabs doaba region, a rooftop sculptor grapples with leaving home as his art and community reflect the hopes and sacrifices of migration.",hindi,documentary,caring,"caring, optimism",original,6.0,2025.0,1,-0.2619849833825064,-0.9982459939628232,-0.101809051228807,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
passage of family,,,hindi,"drama, romance",sadness,"sadness, neutral",original,6.0,0.0,0,-0.4443826827245581,-0.9982459939628232,-0.101809051228807,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
oxygen,,"the movie explores the theme of corruption and its consequences, following the story of imran, a district magistrate of forests in jammu and kashmir, who initially idealistic but eventually becomes part of the corrupt system.",hindi,"crime, drama, mystery, thriller, action",anger,"anger, excitement",original,6.087,1999.0,1,0.4419230914604922,0.5878146710604805,-0.0345009494325972,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
bazaar e husn,,"bazaar-e-husn is a film based on munshi premchand's novel bazaar e husn. the story revolves around suman, a courtesan. brought up by an honest police inspector, suman's life goes through all kinds of turmoil. from being harassed for dowry to becoming a victim of domestic abuse, suman suffers a lot but at the end rises like a phoenix. how did a simpleton like suman end up as a courtesan? how does she break free from all the difficulties in her life? bazaar-e-husn answers all these questions and more beautifully.",hindi,"adventure, crime",approval,approval,inferred_text,6.0,2014.0,1,-0.5176453799245891,-0.9982459939628232,-0.101809051228807,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
shabash,,"paul zils's third feature film, shabash (1952), is a comedy and was one of six features on his production schedule at the time. specific details about the film's plot and cast are scarce, and it appears that the film may be lost.",hindi,family,amusement,amusement,original,6.0,1984.0,1,-0.4407934240531437,-0.9982459939628232,-0.101809051228807,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sun zara,,"trisha is mesmerised by aspiring singer rohit's voice. after the two fall in love, trisha meets with an accident and loses her eyesight.",hindi,music,approval,"approval, love",inferred_text,5.0,2006.0,1,-0.5515118528961653,-0.758997940807967,-0.8754653937139797,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
an encounter with faces,,oscar nominated documentary short from 1978 about an indian juvenile reformatory.,hindi,documentary,neutral,neutral,inferred_text,6.4,1978.0,1,-0.4538802182250643,-0.3797987481869782,0.2076534857652623,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tumbbad ii,,sequel to mythology-horror hindi film.,hindi,"horror, fantasy, thriller",fear,fear,original,6.0,2027.0,1,-0.2109800010305,-0.9982459939628232,-0.101809051228807,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sher singh raana,,the movie appears to be based on the story of sher singh raana bringing back the ashes of rajput ruler prithviraj chauhan from afghanistan.,hindi,history,neutral,neutral,original,6.0,0.0,0,0.5253259016208875,-0.9982459939628232,-0.101809051228807,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tracker,,"the story revolves around shalini, a single mother dealing with work and family issues while working in the security department of a nightclub. when a security breach shakes her workplace, the management enforces a new policy: mandatory smartwatches for all staff members to track their movements. blamed for her team's incompetence, shalini is pressured to enforce the device's usage or face severe consequences. adding to her challenges is a young recruit from her village whose resistance further complicates shalini's position. these seemingly innocuous devices, promoted as tools for safety and efficiency, soon reveal a darker purpose.",hindi,"action, drama, thriller, adventure",caring,caring,original,6.463,2010.0,1,0.6189047482520521,0.5185507765211324,0.2563938353418279,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
routine,,a victim of domestic violence is not just a victim of her partner who abuses her but also the victim of the routine she becomes part of and 'we' the people are as good as criminal as we don't do anything about it or it is that we just ignore what we see or hear?,hindi,"science fiction, thriller",fear,"fear, excitement",original,6.0,0.0,0,-0.5756901683528203,-0.9982459939628232,-0.101809051228807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
arun matheswaran hindi debut,,hindi debut of director arun matheswaran.,hindi,"action, thriller",excitement,"excitement, anger",original,6.0,0.0,0,-0.4136824730398362,-0.9982459939628232,-0.101809051228807,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
dreams awaken,,"if dreams had eyes of their own, would they see reality for what it is? a queer desire transcends from a night's dream to the day's reality when the filmmaker starts filming her everyday. the camera becomes the 'i' and travels through spaces to seek an understanding of its puzzled sense of being. the film is a jumbled self-expression.",hindi,science fiction,confusion,"confusion, desire",inferred_text,6.0,2023.0,1,-0.5821359355825567,-0.9982459939628232,-0.101809051228807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
little singham in london,,"little singham is in london to meet the queen, but when the famed kohinoor diamond gets stolen, the kid cop goes on a wild, citywide hunt for the thief.",hindi,animation,neutral,neutral,original,6.0,2018.0,1,-0.5564289135742102,-0.9982459939628232,-0.101809051228807,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
thursday special,,"27 years of a loving marriage. 27 years of sharing a passion for food. 27 years of celebrating it every thursday. thursday special is a poignant tale of love, companionship and change.",hindi,"family, drama",love,love,original,6.0,2024.0,1,0.3386501535392466,-0.9982459939628232,-0.101809051228807,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
general motors in india,,"""general motors in india"" is a 1949 documentary co-directed by paul zils and fali bilimoria. the film explores general motors' operations in india during that period, highlighting the company's influence on the nation's industrial landscape. while specific details about the documentary's content are limited, it is recognized as part of zils' extensive work in indian documentary cinema.",hindi,documentary,neutral,neutral,original,7.0,1949.0,1,-0.4663744934933669,-0.758997940807967,0.6718472912563657,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
