Title,Genres,Rating,Popularity,Release Date,Cast,Overview,Vote_Count,TMDB_ID
Aasma: The Sky Is the Limit,Drama,10.0,0.0798,23-01-2009,"Seema Biswas, Hrishitaa Bhatt, Nauheed Cyrusi, Mansi Dovhal","Aasma is a story about lives of six friends, set out on a mission : a mission to touch the sky with their brilliance, talent and sheer dedication. The success story of a theatre group that embodies the love and togetherness amongst these friends. Its a story of people who have faith in spite of the agonies and tribulations that life presents to each of them.",1.0,
Dharti Kahe Pukar Ke,Drama,0.0,0.0797,01-01-1969,"Jeetendra, Sanjeev Kumar, Nanda, Nivedita, Kanhaiyalal Chaturvedi","Gangaram, a farmer, has two younger step-brothers, Moti and Shivram. Supported by Gangaram, Moti has gone to Calcutta to be a lawyer, while Shivram is an illiterate farmer like Gangaram. A series of unfortunate events leads to an estrangement  between the three brothers while they face the threat of losing their land to a local  greedy moneylender.",0.0,
Laali,Drama,0.0,0.0796,08-01-2021,"Pankaj Tripathi, Ekavali Khanna, Manosree Biswas, Trina Mitra","A lonely laundry worker from the suburbs of Kolkata finds companionship in an unclaimed red dress, which triggers memories from the past. Over its short running time, Laali encapsulates the quintessential Bollywood romance of two individuals from unequal backgrounds for whom love breaks all barriers.",0.0,
Anaarkali of Aarah,Drama,6.833,0.9747,24-03-2017,"Swara Bhasker, Sanjay Mishra, Pankaj Tripathi, Mayur More, Ishtiyak Khan",,12.0,
Vakeel Babu,Drama,0.0,0.0794,22-09-2022,"Abhishek Banerjee, Loveleen Mishra, Bhamini Oza Gandhi, Hetal Gada","A young lawyer, distracted with chasing success through his digital video channel, is approached online by an anonymous female victim with a powerful abuser. Will he do justice to the challenge? The film traces the journey of Shiraz Hassan as he rediscovers his purpose in the justice system.",1.0,
Two Drops of Water,Drama,0.0,0.0793,01-01-1971,"Jalal Agha, Madhu Chanda, Simi Garewal, Kiran Kumar, Sajjan Lal Purohit","Ganga Singh (Jalal Agha), newly married to Gauri (Simi Garewal), brings his wife to his village where he lives with his father Hari Singh (Sajjan), and sister Sonki (Madhu Chanda). The village is suffering from drought and villagers have to travel a long distance to get water. Ganga Singh hears of a dam being constructed and leaves his wife to join in the building of it. His family goes through misfortunes, with his father dying and his sister being raped by the dacoit Mangal Singh. Ganga himself dies preventing a disaster at the dam. The dam is eventually built bringing greenery to an arid region. His wife bears a son and lives on in the village.",0.0,
James Bond 777,Drama,0.0,0.0792,01-01-1971,"Krishna, Jyothi Lakshmi, Vijayalalitha","The adventures of Kishore, a ""James Bond 777"" CBI agent, as he and heroine Sopa battle criminal mastermind ""Boss"" and his gang which includes whip-cracking Jamilla and a trio of highly trained dogs.",0.0,
Khota Paisa,Drama,0.0,0.0791,31-12-1958,"Johnny Walker, Shyama, Jeevan, Amir Banu, S.N. Banerjee","M. Sadiqs drama about a professional hunter who aims to locate a beautiful young girl. Starring Johnny Walker, Shyama, Jeevan, Veena and Dhumal. In Hindi with English subtitles.",0.0,
Garam Khoon,Drama,5.0,0.0791,01-01-1980,"Vinod Khanna, Sulakshana Pandit, Ajit Khan, Bindu Desai, Dhumal","Industrialist Sood's manager Vishal gets expelled for siphoning off money from the company. To seek revenge, he kidnaps Babloo, one of Sood's twin sons, and inducts him into the criminal world.",1.0,
Love All,Drama,0.0,0.079,25-08-2023,"Kay Kay Menon, Shriswara, Swastika Mukherjee, Atul Srivastava","A promising talent succumbs to sports politics and moves on to live a life far from the game he was once inseparable from. Once a darling to all, now an aloof and angry man, changed by conspiracies of people at mighty positions.  The hopelessness from being unable to play the game he was passionate about makes some noticeable scars on his psyche. He lives on to lead an ordinary life while blaming sports for everything wrong in his world.  His agony and perceived hatred for sports trickle down to his family, where his son is forbidden to pursue sports or any activity digressing him from the established path of studies.",0.0,
Beti,Drama,5.0,0.079,01-01-1969,"Nanda, Sanjay Khan, Kishore Sahu, Kamini Kaushal, Shyama","Sudha Verma wants to be the ideal daughter for her dad, and mom. Unfortunately, her mom passes away, and her dad re-marries, this time to Kamla, who is self-serving and not at all interested to see Sudha marry and settle down. Sudha meets with Dr. Rajesh Anand, and both fall in love. All approve of the marriage, until Rajesh sees the invitation card for Sudha's marriage, and realizes that his marriage has been arranged with Sharda, and that Sudha is to marry Rakesh. Rajesh attempts to straighten this out, but idealistic Sudha does not agree as she does not want to embarass her dad. Unfortunately, Sudha marriage does not take place, as the dowry money has been stolen. Rajesh returns and hopes to marry Sudha, but finds that Sudha and her dad are missing, and are untraceable, and then returns home to find a look-alike of Sudha, who calls herself Asha, but denies ever being or knowing anyone named Sudha Verma.",1.0,
Chakachak,Drama,0.0,0.0789,01-01-2005,"Javed Khan, Kanwarjeet Paintal, Govardhan Asrani, Aditya Lakhia, Divya Seth Shah","A film for creating awareness about protection and improvement of environment and tackles issues such as greenery, solid waste management, air and water pollution, Vermi-culture littering, spitting etc.",0.0,
Special Day,Drama,0.0,0.0789,09-05-2020,"Shantanu Maheshwari, Sheeba Chaddha, Varsha Bhagwani, Naveen Gupta, Aashish Madhani","Ved Mehra is all prepped up for his birthday,he has planned his day with his friends. Malti Mehra is privy of his plans and is also excited about his birthday. She surprises Ved with an expected gift and that makes ved realise that it's his moms special day too.",0.0,
Prem Kahani,Drama,0.0,0.0789,13-10-1937,"Ashok Kumar, N.M. Joshi, Bilqis, Aloka, M. Nazir",Two widowed sisters thwart a love match when they try to arrange marriages for their respective children.,0.0,
Gaiir,Drama,5.0,1.1498,06-11-2009,"Ila Bhatey, Ankush Chaudhari, Shrirang Deshmukh, Vidyadhar Joshi, Amruta Khanvilkar",,2.0,
Breed,Drama,0.0,0.0788,11-09-2021,"Bobby Kumar, Kirti Ambedkar, Ashfaq, Rajendra Chauhan, Fasih Choudhry","The story of a person who is neither a man nor a woman, the world calls him the name of the Hijra. In this story it has been told that what is the emptiness in this person's personal life and how it is from society Fighting protecting the lives of others by fighting than. This story based on humanity of Hegira and shows problems in her lives.",0.0,
12x12,Drama,0.0,0.0787,15-01-2021,"Prithvi Singh, Akash Sinha, Geetika Vidya, Bhumika Gopal  Dube, Harish Khanna",A photographer who clicks the last photographs' of the dead at Varanasi's Manikarnika ghat goes on a journey through the periphery of the circle of life and death only to discover that his own death will be documented by his son through his old camera.,0.0,
International Hero,Drama,0.0,0.0787,20-03-2015,"Shagufta Ali, Kader Khan, Puneet Issar, Shahbaz Khan","This story is about a frustrated police cop, a victim of the circumstances and a politician who exploit the tricky situation and emotions of Hindu and Muslim to his advantage. A khan family of the locality happens to meet a Hindu boy Anand who has come to his house to deliver an item sent by Khan's son who is in Bangalore. Taking the advantage of the minor incident in the locality, both the communities clash each the khan Chacha(Paternal Uncle) face the wrath of his own community but he does not give space for riots and stand like a rock between Anand and his community. He says with pride that he is real Muslim who believes in Secularism and not terrorism.",0.0,
Veham(illusion) or The ignored silence of words,Drama,0.0,0.6328,25-06-2017,"Sahil Sharma, Paras mehra, Savi Sharma",,0.0,
Sheer Qorma,Drama,0.0,0.0785,18-06-2021,"Shabana Azmi, Divya Dutta, Swara Bhasker, Kalyanee Mulay, Jitin Gulati","A story of belonging and acceptance, identity and family told through courageous, queer women choose to embrace love that exists beyond their personal beliefs and social moralities.",0.0,
Raadha Aur Seeta,Drama,0.0,0.0783,10-08-1979,"Rajendranath Malhotra, Madan Puri, Leela Mishra, Jagdeep, Arun Govil","After having completed his master's with honors, multi-millionaire Shekhar Verma decides to travel to Rambagh, Poona, to work incognito in his dad's friend's, Shankar Saxena's office. He gets the job, goes to rent a room with his childhood friend, Bhagwandas, and his wife, Leela, where he meets with a young woman named Seeta Mathur, who is their neighbor. Shekhar also gets to meet Shankar's daughter, Raadha. Then Shekhar's cover is blown when his dad, Raj Bahadur Verma, comes for a visit. It is here that both Shankar and Raj Bahadur will finalize Shekhar's marriage with Raadha. But is marriage what Shekhar is really after, especially with Raadha?",0.0,
Aaj,Drama,5.0,0.0782,23-11-1987,"Raj Babbar, Smita Patil, Raj Kiran, Haidar Ali, Ila Arun",The movie is about a man who is trying to find his missing sister.,1.0,
Panaah,Drama,6.0,0.0782,07-02-1992,"Naseeruddin Shah, Pallavi Joshi, Siddharth, Kiran Kumar","Raja faces danger from Vikral Sing, when four goons are assigned the task to bring Raja dead or alive to Vikral Singh. But seeing his innocence they fall in love with Raja and decide not to kill him. Now, what will be Vikral Singh's reaction?",1.0,
Badnam Farishte,Drama,0.0,0.078,12-11-1971,"Sharmila Tagore, Rajesh Khanna, Sona Mastan Mirza, Amrit Patel, Bharat Kapoor",Two lawyers fight for unemployed youths whose circumstances have led them into a world of crime.,0.0,
Political War,Drama,0.0,0.078,23-02-2024,"Rituparna Sengupta, Prashant Narayanan, Milind Gunaji, Pooja Singh Rajpoot, Lulu Lopez","Set against the backdrop of an election, corrupt politicians stir up religious conflicts in this Hindi language drama.",0.0,
Tansen,Drama,0.0,0.0777,01-01-1943,"K.L. Saigal, Khursheed, Mubarak","Renowned, talent singer Tansen is settled in a small village. He has a lover whom he loves madly namely Tani. His singing talent pampers everyone in his village namely the animals, the Maharaja's and other living organisms.",0.0,
Good Morning,Drama,0.0,0.0776,22-09-2022,Neha Dhupia,"Anagha's day starts, more or less, like millions of other working women. Even though she obviously has a hi-profile professional job, Anagha is hands-on with her family matters. It is only when Anagha gets to her workplace, that the nature of her job is revealed - providing the twist in the tale.",0.0,
Mera Karam Mera Dharam,Drama,10.0,0.7682,02-07-1987,"Dharmendra, Moushumi Chatterjee, Johnny Walker, Asit Sen, Abhi Bhattacharya",,1.0,
Dilli Dark,Drama,0.0,0.0772,30-05-2025,"Samuel Abiola Robinson, Geetika Vidya, Shantanu Anam, Stutee Ghosh","Michael Okeke, a Nigerian living in New Delhi wants to get his MBA and settle in India. But his part-time job as a drug dealer will jeopardize his plans, not to mention the open racism he is facing.",0.0,
Rapture,Drama,6.2,0.0772,15-05-2024,"Torikhu A. Sangma, Handam R. Marak, Celestine K. Sangma, Balsrame A. Sangma, Johan Ch. Sangma","In a village in Meghalaya, northeast India, several young men mysteriously disappear during the night. While the elders accuse passing strangers of kidnapping, the preacher sees the beginnings of an apocalypse lasting 40 days and 40 nights which will plunge the inhabitants of the village into darkness. Seen through the eyes of Kasan, a ten-year-old boy suffering from night blindness, the surrounding forests have never seemed so terrifying.",5.0,
The Flute,Drama,0.0,0.8732,16-04-2021,"Anurag Kashyap, Rituparna Sengupta, Upendra Limaye",,0.0,
Ekkees Tareekh Shubh Muhurat,Drama,5.0,0.0772,02-11-2018,"Sanjay Mishra, Kamalika Banerjee, Ria Chanda, Bhawna Chaudhary, Harshit",It is a story of a 55-year-old man Pandit Girdhari Laal Sharma who wants to escape his family legacy of becoming a priest and aspires to become a storyteller instead. His reality is that he is stuck trying to find a date for his daughter's wedding. What follows is a series of unfortunate events which land him in jail. His dream starts unfolding in the most unexpected way as his stories find an audience amongst the prisoners.,1.0,
Ravi,Drama,0.0,0.077,08-01-2015,"Ayush Rajpoot, Aryan Rajpoot, Andrew Ahmed, Corey Cananza","""Take from the rich. Keep for the poor. That's what we're here for"". Ravi and Samar are two orphaned pickpocket brothers from Delhi, India. When a heist goes wrong, tragedy leaves one boy seeking retribution.",0.0,
Ghar Bazar,Drama,0.0,0.077,01-01-1998,"Sharmila Tagore, Shekhar Suman, Mehmood, Shashi Kapoor, Gulshan Grover","Action - Having delivered a child before marriage, Gul entrusts the baby to her driver, Kishan, to whom she gives money for her daughter, Sona. When Gul decides to see Sona, she discovers that Kishan & Sona have disappeared. *Subtitles not available for this feature* -  Mumtaz Ali, Mumtaz Begum, Shail Chaturvedi",0.0,
Morning,Drama,0.0,0.0769,05-04-1990,"Shambhavi Kaul, Irrfan Khan, Sunil Sinha, Sushma Prakash, Neelambari Kulkarni","Maya is a teenager young girl who is working as a housemaid in a rich family. She is required to do all household work and also look after a small child. She toils from dawn to dusk and cannot get peaceful sleep. She, therefore, wants to get rid of it. One night, she kills the child in the cradle and then, relieved of her burden, quietly sleeps on the ground.",0.0,
That Day After Everyday,Drama,4.5,0.0769,29-10-2013,"Sandhya Mridul, Radhika Apte, Mahesh Balraj, Alok Pandey, Akash Sinha","A short film on eve teasing by Anurag Kashyap, it talks about issues related to gender sensitization and equality of genders.",2.0,
Kutta,Drama,0.0,0.0767,15-02-2021,"Rajendra prasad, Krishna rao V, Karan, Shiva, Snoppy",About how we normalized the word kutta while we are the one who are behaving like kutta.  A fictional tale about a watchman and dog relationship which unfolds the true human nature of society we live in.,0.0,
Woh Din Aayega,Drama,0.0,0.0766,01-01-1987,"Ashok Kumar, Rajan Sippy, Rajkiran, Rupini, Tom Alter","The dramatic events in the family of Assistant Police Commissioner Anand Sani began when he arrested a dangerous criminal, a member of a gang that had been wreaking havoc in the city. To force the commissioner to release the arrested man, the gang leader Somnath kidnapped Anand's nephew, a boy named Kapil.",0.0,
Triyatri,Drama,6.0,0.0765,05-01-1990,"Prashant Bhatt, Tashi Lama, Ryan Beck, Utpal Dutt, Mohan Bhandari","Bright students Ravi, Adi and Surya are angry when they find out that their high school marks are just below the cutoff mark to get an entrance to the college of their choice. Out of frustration, Ravi twangs his guitar during his grandfather's classical music lesson. The old man, instead of getting angry at this behavior, challenges the boys first to a musical contest and then to a cycle tour to Kanyakumari. These challenges test the young kid's minds, characters and endurance.",1.0,
10 Nahi 40,Drama,10.0,0.0765,11-03-2022,"Rakhi Anand Agarwal, Manoj Bakshi, Rajendra Bhatia, Birbal","An educational entertainer sending a message to the society to understand and care for the elderly.To know their insecurities and fears as they approach the twilight of their lives. The movie is based on the fact that in the flag end of life all that old people need is love and companionship. Loneliness,insecurity and unpredictability of life makes them bitter. The main attraction of the movie is the unique revolutionary solution to all these issues that will be revealed to the audience in this movie. Laced with humour,10 nahi 40 sends out a message to the youngsters to be more understanding towards the elder people and to the older people it emphasises that life is beautiful and has to be lived with zest and",2.0,
Men Not Allowed,Drama,1.9,0.0765,02-06-2006,"Payal Rohatgi, Tina Rajumdar","Tanya's father and Urmila's uncle both treated them badly, and the men they encounter as adults aren't any better. In and out of dysfunctional relationships, the two friends look to each other for the love and support they've never found in the opposite sex.",4.0,
The Jewelled Lamp,Drama,0.0,0.0764,23-12-1979,"Hema Malini, Girish Karnad, Dheeraj Kumar, A.K. Hangal, Sulochana Latkar","Ratnadeep revolves around a person who was fed up with his job and to get out of that situation, he applied for two months leave. The story follows when on the last day of his job he found the dead body of a man belonged to very rich family and the body resembled him, which brought new adventures in his life.",0.0,
Ek Kori Prem Katha,Drama,0.0,0.0762,05-04-2024,"Akshay Oberoi, Poonam Dhillon, Darshan Jariwala, Sarah Lockett","Sabhyata, who falls in love with the village pradhaan's son, must decide how she will fight the ceremonial ritual of Kori in order to have a happy and respectful married life.",0.0,
Thanks Mom,Drama,0.0,0.0761,15-05-2024,"Akanksha Puri, Sharad Malhotra, Palash Dutta, Praveena Deshpande","Mrs. Deshpande is worried about her son Rohan living separately with some stranger. Using her chemotherapy sessions as an excuse she wants him to move back with her so that he can accompany her to the hospital, but Rohan cant as his leg got fractured recently. Concerned about the situation they both are in; she visits Rohan that changes her views about his roommate.",0.0,
Gauraiya Live,Drama,0.0,0.0761,12-04-2024,"Omkar Das Manikpuri, Pankaj Jha, Seema Saini, Narendra Khatri, Shagufta Ali","A 30-hour survival, gripping struggle and the drama-packed journey of a girl name Gauraiya.",0.0,
Abhaas,Drama,0.0,0.0761,01-01-1997,"Bijaya Jena, Akshay Anand, Murali",A moment's weakness can make one guilty and destroy the person.,0.0,
Chanchal,Drama,4.5,0.604,10-08-2008,"Gracy Singh, Armaan Shahabi",A young woman's story of being ordered around and having her life controlled by her dominant grandmother.,1.0,
Blind Man's Bluff,Drama,0.0,0.0757,01-01-1942,"Nalini Jaywant, Ruby Myers, Pratima Devi","Aankh Micholi is a 1942 hindi movie directed by R. S. Choudhary, Starring Nalini Jaywant and Satish.",0.0,
Aurat Teri Yehi Kahani,Drama,0.0,0.0757,01-01-1988,"Meenakshi Sheshadri, Raj Babbar, C.S. Dubey, Dinesh Hingoo, Aruna Irani","Shortly after giving birth to Savitri, her mom passes away, leaving her disabled dad, Dharamraj, no alternative save to re-marry Champa, who gives birth to a son, Ketan. Champa is very cruel to Savitri and severely slaps and beats her around.",0.0,
Bade Sarkar,Drama,0.0,0.0756,01-01-1957,"Kamini Kaushal, Kishore Sahu, Agha, Durga Khote, K.N. Singh","Encountering a young couple on the road, an elderly lady tells them her story",0.0,
Dear Molly,Drama,2.0,0.0755,01-06-2022,"Gurbani Gill, Alok Rajwade, Mrinmayee Godbole, Lia Boysen, Matti Boustedt",A wonderfully poignant story based on a father-daughter relationship. The film explores the journey of a daughter in search of her father in Sweden. The protagonist Molly had last seen her father when she was five years old.,1.0,
Paisa Yeh Paisa,Drama,0.0,0.075,11-10-1985,"Gulshan Grover, Satyendra Kapoor, Nutan, Meenakshi Sheshadri, Om Shivpuri","When a widow receives a letter, informing her of her newly inherited fortune, her once downtrodden life changes drastically for the better.",0.0,
Ya Rab,Drama,4.0,0.075,07-02-2014,"Ajaz Khan, Akhilendra Mishra, Flora Saini",The idea behind Ya Rab is to show how Islam has been used as a tool to propagate terrorism. The film focuses on issues where so called self proclaimed Maulanas (Islamic Preachers) misinterpret The Quran and its real meaning to breed terrorists and terrorist activity. Ya Rab is a genuine effort to show the right face of Islam and to guide the misguided on the right path.,3.0,
Hunger,Drama,0.0,0.9256,05-05-2020,"Soumya Singh, Vishal Kumar",,0.0,
The Dark Side of Life: Mumbai City,Drama,3.5,0.0747,23-11-2018,"Avii, Mahesh Bhatt, Kay Kay Menon, Deepraj Rana, Sayed Gul","Set in the city of Mumbai, The Dark Side of Life: Mumbai City is a multi-plotted story which revolves around the lives of seven individuals who are pushed to the brink of depression while battling their emotional and financial problems. Will they fight through it or will they succumb to their circumstances?",2.0,
Secrets of Sex Chapter 3,Drama,2.5,0.0746,14-11-2014,"Leena Kapoor, Kumaar Aadarsh","A movie told in the form of a documentary, wherein, various couples explore their sexuality and become further enlightened by the act of sex.",2.0,
Parinati,Drama,0.0,0.0745,31-03-1989,"Basant Josalkar, Surekha Sikri, Sudhir Kulkarni, Sharda Desoares, B.D. Singh","Based on a folk tale from Rajasthan, ""Parinati"" deals with the inherent tragedy of human avarice, which must inevitably lead to self-destruction.  Ganesh, the protagonist, is a potter who leads a happy and contented life in a remote village. The only ambition he and his wife Kurjan share is to get their only son Laxman married and bring a daughter-in- law home. Destiny, however, has ordained otherwise. Ganesh is hand picked for his honesty and dedication by a local charitable Seth to become the caretaker of his inn in the middle of the desert. There, Ganesh and Kurjan meet a wealthy couple, who are greatly pleased with their service and hospitality. They offer to take their son Laxman to distant lands, teach him trade and make him fabulously rich.",0.0,
One Day Before the Rainy Season,Drama,7.0,0.0742,01-01-1971,"Rekha Sabnis, Arun Khopkar, Om Shivpuri, Aruna Irani, Anuradha Kapoor","A literary film based on a play in three acts, Ashad Ka Ek Din portrays the love of Mallika and Kalidasa, the renowned Sanskrit poet and dramatist. Vilom, a friend to both and interested in Mallika, is a passive onlooker for the first two acts. Kalidasa leaves his verdant mountain valley home for the splendour of far off Ujjain, where he wins fame. The action of the film is rooted in the village to which Kalidasa returns years later and finds Mallika married to Vilom and the mother of his child. Mallika sacrificed her love so that the poet could pursue his muse.",6.0,
Chal Chal Re Naujawan,Drama,0.0,0.0737,02-12-1944,"Ashok Kumar, Naseem Banu, Jagdish Sethi, Rafiq Ghaznavi, Motibai","A tale of estranged friends and their children, Chal Chal Re Naujawan reveals how past betrayals and present collaborationamidst an epidemic and political unrestultimately lead to reconciliation, forgiveness, and tragic redemption under the shadow of a mother's sacrifice.",0.0,
Badminton,Drama,0.0,0.0737,02-01-2025,"Jim Sarbh, Sayani Gupta, Vijay Maurya, Mohammad Ebdullah","Set in a bar, the story revolves around witty banter, secrets, and an unpredictable turn of events.",0.0,
Main Ladega,Drama,6.3,0.0737,26-04-2024,"Akash Pratap Singh, Ahan Nirban, Ashwath Bhatt, Gandharv Dewan","A young boy escapes his troubled home, finding solace I in boxing at an army hostel, where he channels his pain into strength to protect his family.",15.0,
The Coffin Maker,Drama,0.0,0.0736,01-01-2013,"Apoorva Sharma, Benjamin Gilani, Randeep Hooda, Mahabanoo Mody-Kotwal, Hema Sardesai","Based in a small village in Goa, ""The Coffin Maker"" is about Anton Gomes who comes from a family of accomplished carpenters and takes up coffin making when difficult circumstances render him jobless and penniless. Cynical and disillusioned Anton exists. Till one day Death challenges his life.",0.0,
The Tale Of A Santa And His Moth,Drama,0.0,0.0735,22-07-2022,"Pawan Chopra, Usha Banerjee","The tale of a Santa and his moth details the story of a bisexual widower, who later discovers his alternate sexuality after years of marriage to a woman and biologically fathering a child, and his ailing daughter revolving around Christmas. This details a take of unfulfilled wishes and priorities in life.",0.0,
Pehla Aadmi,Drama,0.0,0.0734,07-06-1950,"Smriti Biswas, Balraj, Ashita Bose, Pahadi Sanyal","It was 1943. Burma was under Japanese control. In Pegu, a small place near Burma lived two Indian families. They were neighbors Kumar and Lata loved each other. Their parents were also willing to see them engaged. Suddenly one day, it came out in the news paper the Netaji Subhas Chandra Bose had called on the people to give him blood so that he could give them freedom. Kumar was reluctant but later on he decided to join the INA.",0.0,
Main Hari,Drama,0.0,0.0732,20-04-1940,"Naseem Banu, Navin Yagnik, Maya, Eruch Tarapore, Hari Shivdasani","A  romantic entanglement between a simple village fisherman and a glamorous city film star. It delves into the challenges they face in reconciling their vastly different worlds and the difficult decisions they must make about love, loyalty, and their futures.",0.0,
Chand Saanse,Drama,0.0,0.7679,20-08-2021,"Mukta Barve, Mohan Agashe",,0.0,
Josef - Born in Grace,Drama,0.0,0.073,07-11-2019,"Subrat Dutta, Victor Banerjee, Hitesh Bisht, Sudarshan Juyal, Anamika Goswami","An adaptation of a short story ""Joseph"" written by Umakanta Mahapatra and is set in the foothills of the Himalayas between 1960 and 1980 in India. Father O'Hara (Victor Banerjee), a missionary doctor with the help of his caretaker Maularam (Sudarshan Juyal), raises an orphan baby Josef (Hitesh Bisht). While still a young boy, Josef is sent to Dehradun, Uttarakhand, for his studies and vocational training. Josef (Subrat Dutta) returns back with a reputation as a great cook as well as his love for alcohol. The film explores in its unfolding of time, the different paths that Father O'Hara, Josef, and Maularam take in their respective journeys for spiritual fulfillment through memories, duty, and search as well as the their interaction with friends and acquaintances. Through static mis-en-scenes, the narrative of the film reflects the all-encompassing nature of time, pre-empting and repeating itself in allegorical hues.",0.0,
Talaaq,Drama,0.0,0.0728,03-03-1958,"Rajendra Kumar, Rajendra Kumar, Sajjan Lal Purohit, Kusum Thakur","School-teacher Indu lives a middle-class lifestyle along with her widower and unemployed dad, Moolchand Chabbe. They rent the upper floor of the building and her dad makes it his duty to prevent anyone from occupying the lower floor so as not to tamper with the flow of the municipal water pipe-line. Ravi Shankar Chaube, a Poet and an Engineer by profession succeeds in renting the lower floor, impresses Indu so much so that she falls in love with him, and with Moolchand's conditional blessing that he live with them as a Ghar Jamai, both get married. Indu quits her job, and after sometime they become parents of a boy and name him Ashoo. Four years later differences surface as Moolchand spends a lot of Ravi's hard-earned money gambling.",0.0,
Do Raha,Drama,0.0,0.0727,29-08-1952,"Nalini Jaywant, Jagdish Sethi, Agha, K.N. Singh, Murad","A young girl, impressed by the crystal clear ideals of a writer, falls in love with him, but ends up losing everything she hoped for as a wife.",0.0,
Jaise Ko Taisa,Drama,5.0,0.0727,01-01-1973,"Jeetendra, Reena Roy, Srividya, Anwar Hussain, Ramesh Deo",Identical twins are separated at birth. One grows up as a farmer in tough surroundings and hard work; while the other grows up with a wealthy family.,1.0,
Patita,Drama,6.0,0.0725,01-01-1953,Dev Anand,"Radha earns a living begging in order to support herself and her crippled and ailing father. They live in a small tenement, under the constant threat of eviction by their landlord for unpaid rent for several months. One day, while begging, Radha meets a young man, Nirmal Chander, who would like to see her improve her status by getting employment, he even goes to the extent of assisting her find work in a mill. He subsequently invites her over to meet his mother, and asks her to marry him, to which she agrees. Nirmal also seeks the permission of her dad. When he goes to get her to make arrangements for their marriage, he finds her and her dad gone.",1.0,
Anant - A Journey Towards The End,Drama,0.0,0.0721,08-12-2023,"Sambhav Jain, Sachin Vidrohi, Urvashi Chauhan, Himanshu Gupta, Aakriti Bansal","Young Shyam failed in life,career and family tries to suicide multiple times but life is holding him back.",0.0,
Hum Rahe Na Hum,Drama,7.0,1.1438,06-06-1984,"Vijay Anand, Shabana Azmi, Rehana Sultan, Kanwaljit Singh, Rabia Amin",,1.0,
Tonga-Wali,Drama,0.0,0.072,01-01-1955,"Shammi Kapoor, Balraj Sahni, Anita Guha",A Indian Hindi-language drama film.,0.0,
Darmiyaan: In Between,Drama,0.0,0.0718,01-01-1997,"Kirron Kher, Arif Zakaria, Tabu, Sayaji Shinde","The saga of Mazhuddin Khan alias Immi, born in 1939 in Bombay, British India, as a eunuch, whose mother, Zeenat, in denial that she has sired him, refers to him as her younger brother. She attains fame, has an affair with Inder Kumar Bhalla, only to lose him years later to a younger actress, Chitra. Embittered, she sets out to seek vengeance, takes to gambling and alcohol, isolates and alienates herself from the film-world, and then must also deal with the news that Immi has become the 'father' of a male child, Murad. In the end, it is Immi that saves her from total self-destruction.",0.0,
Munna Mange Memsaab,Drama,0.0,0.0718,11-07-2014,"Omkar Das Manikpuri, Razak Khan, Jordiya Anna, Himani Shivpuri","What's the movie aboutMunna Mange Memsaab is the story of a small village boy (Munna) who is unfriendly, not handsome as well as not intelligent. Despite this his mother would tell him that he is the most handsome boy on the earth and he will marry somebeautiful Memsaab. Munna grows up thinking and dreaming of his mother's wish, believing that he will to get marry a Memsaab. Finally one day he goes to the city to fulfil this dream. But will it be accomplished? Will Munna find his true love?",0.0,
We R Friends,Drama,3.0,0.0717,28-07-2006,"Jackie Shroff, Shakti Kapoor, Aditya Seal, Nazneen Contractor, Razak Khan","A group of teenage friends are blamed for the murder of their schoolmate and run away from home to avoid answering to the authorities. Having faith in his students, the troubled gang's school principal proves to be a good Samaritan who sets out to locate the teenagers and find out what really happened.",1.0,
The Lesson,Drama,0.0,0.0714,22-07-2023,"Jackie Shroff, Sara Arjun, Abhilash Thapliyal",A 12 year old Girl is bought by an old widower by paying a higher price than the Man who bought her first from her Father. The Girl awaits for the horror she is about to experience on her first night.. The film revolves around a victim of Bride trafficking which still prevails in certain parts of India..,0.0,
U=Me,Drama,0.0,0.0714,11-04-2024,"Shweta Basu Prasad, Mohan Agashe, Arjun Radhakrishnan, Devika Daftardar, Sujal Watve","They seem to know each other like the back of their hands. Yet, there is something awkward about their relationship. Nikita finds even the most innocent of touches by Neeraj to be so repulsive. Aniket, her colleague, has proposed to her and she is seriously considering it. Yet, she cant let go of Neeraj.  Why does she seem stuck between a rock and a hard place? Whats the matter with Neeraj? Is it some deficiency, disability or a disease? It would need a silver bullet to get them together. What if the silver bullet already exists, unknown to them?",0.0,
Hills Don't Dance Alone,Drama,0.0,0.0713,08-08-2025,"Sangeeta Agrawal, Tanishq Chaudhary, Palvi Jaswal","At a school in the Himalayas, fifteen-year-old Sachin is bullied for cross-dressing in a folk dance performance. Anju, the middle-aged vice principal of the school, steps in, but it unravels more than she anticipated. As both quietly navigate their secret struggles, their lives begin to intertwine, forming a bond that neither can name but both of them need.",0.0,
