Title,Genres,Rating,Popularity,Release Date,Cast,Overview,Vote_Count,TMDB_ID
The McMasters,"western, war",4.591,1.8614,1970-04-23,,"When a black Civil War veteran becomes co-owner of the southern McMasters ranch, the incensed local Confederate veterans come gunning for him and his Indian wife.",11.0,
What a Girl Wants,"family, comedy, drama, romance",6.3,7.8921,2003-03-27,,"An American girl, Daphne, heads to Europe in search of the father she's never met. But instead of finding a British version of her bohemian mother, she learns the love of her mom's life is an uptight politician. The only problem now is that her long-lost dad is engaged to a fiercely territorial social climber with a daughter who makes Daphne's life miserable.",1746.0,
The Black Dahlia,"crime, thriller, drama",5.625,5.3811,2006-09-15,,"In 1940s Los Angeles, two former boxers-turned-cops must grapple with corruption, narcissism, stag films and family madness as they pursue the killer of an aspiring young actress.",1237.0,
American Addict,documentary,5.7,0.7937,2012-05-18,,"Riveting look at the politics, big business and the medical industry that has made America the most prescription-addicted society in the world. America is less than 5% of the World's population but consumes 80% of the World's prescription narcotics. We have gone from being the land of the free to the land of the addicted.",9.0,
In Dreams,"mystery, thriller, horror",5.471,2.3991,1999-01-15,,"A suburban housewife learns that she has psychic connections to a serial killer, and can predict this person's motives through her dreams.",204.0,
The Affairs of Anatol,"drama, comedy, romance",5.9,1.2686,1921-09-25,,"Socialite Anatol Spencer, finding his relationship with his wife lackluster, goes in search of excitement. After bumping into old flame Emilie, he lets an apartment for her only to find that she cheats on him. He is subsequently robbed, conned, and booted from pillar to post. He decides to return to his wife and discovers her carousing with his best friend Max.",12.0,
The Big Show,comedy,6.25,0.7488,1923-02-24,,"At the Texas Centennial in Dallas Autry confuses two girls by being himself and his own stunt double. When cowboy star Tom Ford disappears, Wilson gets his double Gene Autry to impersonate him. But Ford owes gangster Rico $10,000 and Rico arrives to collect. He fails to get the money but learns that Autry is an impersonator and now blackmails Wilson and his movie studio. Original version runs 71 minutes, edited version runs 59 minutes.",6.0,
Voyage to the Prehistoric Planet,"science fiction, adventure",4.1,1.5541,1965-08-01,,"In 2020, after the colonization of the moon, the spaceships Vega, Sirius and Capella are launched from Lunar Station 7. They are to explore Venus under the command of Professor Hartman, but an asteroid collides and explodes Capella. The leader ship Vega stays orbiting and sends the astronauts Kern and Sherman with the robot John to the surface of Venus, but they have problems with communication with Dr. Marsha Evans in Vega. The Sirius lands in Venus and Commander Brendan Lockhart, Andre Ferneau and Hans Walter explore the planet and are attacked by prehistoric animals. They use a vehicle to seek Kern and Sherman while collecting samples from the planet. Meanwhile John helps the two cosmonauts to survive in the hostile land.",44.0,
Caffeine,comedy,5.685,1.785,2006-08-10,,"A fanciful battle of the sexes ensues when the relationships of the staff and patrons of a quirky London caf are unexpectedly turned upside down by sudden revelations of terribly embarrassing secrets having to do with their sexual misadventures. The food is not that good, but you can be yourselves and show yourselves for what you are: maniacs, perverts, gays, cheaters, violent old women, cross-dressers, whining singers, broken hearts... Come in, there is room!",63.0,
Harold & Kumar Go to White Castle,"comedy, adventure",6.578,6.378,2004-07-02,,"Nerdy accountant Harold and his irrepressible friend, Kumar, get stoned watching television and find themselves utterly bewitched by a commercial for White Castle. Convinced there must be one nearby, the two set out on a late-night odyssey that takes them deep into New Jersey. Somehow, the boys manage to run afoul of rednecks, cops and even a car-stealing Neil Patrick Harris before getting anywhere near their beloved sliders.",2348.0,
Taintlight,"comedy, horror",2.625,0.879,2009-11-17,,"The tale of Stella, a young girl who falls in love with an ancient, beautifully-behaired bloodsucker named Edgar. They struggle to stay together in the midst of vampire carnage, but a love triangle bubbles up when a Michael Jackson-loving werewolf named Jack comes forward professing his own love for Stella. Meanwhile, a rival group of ""real"" vampires led by the evil Razor McBleed are prowling.",8.0,
Malibu Express,"action, adventure, comedy, crime, mystery",4.8,4.9631,1985-03-01,,In this erotic spy tale private eye Cody Abilene teams up with the Contessa Luciana and policewoman Beverly McAfee to infiltrate a mansion and discover who is sending computer secrets to the Russians.,80.0,
Kill Your Darlings,"drama, romance, thriller",7.0,5.5529,2013-10-16,,"A murder in 1944 draws together the great poets of the beat generation: Allen Ginsberg, Jack Kerouac and William Burroughs.",1431.0,
Code 46,"drama, science fiction, thriller",6.154,4.0535,2003-09-02,,"In a dystopian future, insurance fraud investigator William Gold arrives in Shanghai to investigate a forgery ring for ""papelles"", futuristic passports that record people's identities and genetics. Gold falls for Maria Gonzalez, the woman in charge of the forgeries. After a passionate affair, Gold returns home, having named a coworker as the culprit. But when one of Gonzalez's customers is found dead, Gold is sent back to Shanghai to complete the investigation.",408.0,
War of the Worlds: The Attack,"science fiction, mystery, thriller",4.907,4.0144,2023-04-21,,Three young astronomers fight to survive a deadly Martian invasion.,209.0,
All About Us,"drama, romance",4.4,1.4983,2007-10-01,,Two Hollywood filmmakers attempt to find Morgan Freeman in Mississippi and convince him to star in their next movie. When life gets in their way they soon discover what matters to them most.,6.0,
Ocean with David Attenborough,documentary,8.0,4.7921,2025-05-08,,"David Attenborough takes viewers on a breathtaking journey showing there is nowhere more vital for our survival, more full of life, wonder, or surprise, than theocean. Through spectacular sequences featuring coral reefs, kelp forests and the open ocean, Attenborough shares why a healthy ocean keeps the entire planet stable and flourishing.",74.0,
Gothika,"horror, mystery, thriller",6.156,5.8618,2003-11-21,,"After a car crash, criminal psychologist Dr. Miranda Grey regains consciousness only to find that she's a patient in the same mental institution that currently employs her. She's been accused of murdering her husband Dr. Douglas Grey  but she has no memory of committing the crime. As she tries to regain her memory and convince her co-worker, Dr. Pete Graham, of her innocence, a vengeful spirit uses her as an earthly pawn, which further convinces everyone of her guilt.",2604.0,
Nerve,"mystery, adventure, crime",6.994,6.8599,2016-06-27,,"Industrious high school senior Vee Delmonico has had it with living life on the sidelines. When pressured by friends to join the popular online game Nerve, Vee decides to sign up for just one dare in what seems like harmless fun. But as she finds herself caught up in the thrill of the adrenaline-fueled competition partnered with a mysterious stranger, the game begins to take a sinister turn with increasingly dangerous acts, leading her into a high stakes finale that will determine her entire future.",7087.0,
Bedazzled,"fantasy, comedy, romance",6.12,7.886,2000-10-19,,"Elliot Richards, a socially awkward IT worker, is given seven wishes to get the girl of his dreams when he meets a very seductive Satan. The catch: his soul. Some of his wishes include being a 7 foot basketball star, a wealthy, powerful man, and a sensitive caring guy. But, as could be expected, the Devil puts her own little twist on each of his fantasies.",2172.0,
Story of G.I. Joe,"drama, war",6.47,2.3802,1945-07-13,,"War correspondent Ernie Pyle joins Company C, 18th Infantry as this American army unit fights its way across North Africa in World War II. He comes to know the soldiers and finds much human interest material for his readers back in the States.  Preserved by the Academy Film Archive in partnership with The Film Foundation in 2000.",50.0,
Cthulhu,"horror, thriller",4.99,1.4523,2008-08-22,,"A Seattle history professor, drawn back to his estranged family on the Oregon coast to execute his late mother's estate, is reacquainted with his best friend from childhood, with whom he has a long-awaited tryst. Caught in an accelerating series of events, he discovers aspects of his father's New Age cult which take on a dangerous and apocalyptic significance.",51.0,
The Dawn Rider,"action, western",4.706,1.2064,1935-06-20,,"When John Mason's father is killed, John is wounded. Attracted to his nurse Alice, a conflict arises between him and his friend Ben who plans to marry Alice. John later finds the killer of his father but goes to face him not knowing Ben has removed the bullets from his gun.",34.0,
Satan's Triangle,"tv movie, mystery, horror",5.431,1.4871,1975-01-14,,The female survivor of a shipwreck and two Coast Guard helicopter pilots sent to rescue her find themselves trapped in a mysterious part of the ocean known as Satan's Triangle.,29.0,
Seeking Dolly Parton,"comedy, drama, romance",4.7,0.9568,2015-05-02,,"When Charlie and her girlfriend Cerina decide to have a baby together, the idea of using Cerina's ex-boyfriend Josh as the live-in donor turns an easy on-paper idea into a much more challenging event.",15.0,
on Flux,,,,,,"400 years into the future, disease has wiped out the majority of the world's population, except one walled city, Bregna, ruled by a congress of scientists. When on Flux, the top operative in the underground 'Monican' rebellion, is sent on a mission to kill a government leader, she uncovers a world of secrets.",,
Silhouette,,0.0,1.0249,2008-11-15,,"A black and white silent film that humorously depicts a man at the mercy of love. He falls in love with a tennis club coach at first sight, after a desperate attempt to win her over,  they end up dating. However, after being fired from his job and losing his life balance, the man started committing crimes...",0.0,
Dick Tracy's Dilemma,"drama, crime",5.571,1.9592,1947-05-20,,"Dick Tracy investigates the theft of a fortune of fur coats, a possible insurance swindle and several murders, all linked to a huge thug who wears a hook in place of his right hand.",28.0,
Elsa & Fred,"comedy, drama, romance",7.726,1.6526,2005-07-28,,"After his daughter persuades him to move into a new apartment, aged widower Fred strikes up a friendship with his eccentric 74-year-old neighbour Elsa, who convinces him it's never too late to keep enjoying life. Although he seemed resigned to a miserable bedridden existence, Fred embraces Elsa's youthful enthusiasm as she introduces him to the path of life and entertains him with outlandish stories about her past life. But when he discovers Elsa's terminally ill, Fred decides to accompany her on the trip of her dreams to the eternal city of Rome to help her fulfil a lifelong ambition.",93.0,
Smallfoot,"family, comedy, adventure, animation, fantasy",6.814,7.2437,2018-09-20,,A bright young yeti finds something he thought didn't exista human. News of this smallfoot throws the simple yeti community into an uproar over what else might be out there in the big world beyond their snowy village.,1653.0,
How the Beatles Changed the World,"documentary, music",7.2,1.4601,2017-10-23,,"The fascinating story of the cultural, social, spiritual, and musical revolution ignited by the coming of the Beatles. Tracing the impact that these four band members had, first in their native Britain and soon after worldwide, it reappraises the band and follows their path from young subversives to countercultural heroes. Featuring fresh, revealing interviews with key collaborators as well as a wealth of rarely-seen archival footage, this is a bold new take on the most significant band in the history of music and their enduring impact on popular culture.",51.0,
Skincare,"thriller, drama, comedy, mystery",5.969,3.5116,2024-08-15,,"Famed aesthetician Hope Goldman is about to take her career to the next level by launching her very own skin care line. However, she soon faces a new challenge when a rival opens a boutique directly across from her store. Suspecting that someone is trying to sabotage her, she embarks on a quest to unravel the mystery of who's trying to destroy her life.",131.0,
The Rustler's Roundup,western,9.0,1.0478,1933-03-16,,"Winters is after the Brand ranch, and his man Brett who is foreman there is rustling the Brand stock. But Tom is on to their game and breaks up their attempt to buy the ranch. When they plan to rustle their horses, Tom must not only rescue Danny Brand, who is their prisoner, but stop the rustlers.",1.0,
C.C. and Company,"action, comedy, drama",5.5,1.6762,1970-10-14,,A motorcycle rebel rescues a woman from his gang and fights an outlaw guru for supremacy.,23.0,
Adopt a Highway,drama,6.68,3.2142,2019-11-01,,"Russ Millings has just been released from prison after serving 21 years for a 3rd strike conviction for possessing an ounce of marijuana. As he tries to adapt to a world he doesnt recognize  including trying to learn how to use the internet  he finds an abandoned baby in a dumpster behind the fast food restaurant where he works as a dishwasher. Unsure of what to do, and caught between impulses of kindness and panic, Russ soon realizes this could be his chance at redemption.",147.0,
Hellbinders,"action, fantasy, horror, science fiction, thriller",3.8,1.4833,2009-01-01,,A supernatural battle for souls plays out on the streets with lots of guns and knives.,13.0,
Memoirs of a Geisha,"drama, romance, history",7.635,7.3465,2005-12-06,,"In the years before World War II, a penniless Japanese child is torn from her family to work as a maid in a geisha house.",3440.0,
I Spit on Your Grave: Dj Vu,,,,,,"Following her rape, Jennifer Hills wrote a bestselling account of her ordeal and of the controversial trial in which she was accused of taking the law into her own hands and brutally killing her assailants. In the small town where the rape and revenge took place, the relatives of the rapists she killed are furious that the court declared her not guilty and resolve to take justice into their own hands.",,
Big City Greens the Movie: Spacecation,"animation, family, comedy, tv movie, science fiction, adventure",7.606,6.9335,2024-06-06,,"When thrill-seeker Cricket tricks his family into taking a ""road trip"" in space, chaos in the cosmos quickly ensues. Despite growing frustrations between Cricket and his dad, Bill, the two must learn to appreciate each other's unique perspectives in order to prevent Big City from being destroyed by an interstellar disaster.",47.0,
Vivo,"animation, family, comedy, music",7.222,5.9774,2021-07-30,,A music-loving kinkajou named Vivo embarks on the journey of a lifetime to fulfill his destiny and deliver a love song for an old friend.,788.0,
Hot Wheels AcceleRacers: Breaking Point,"animation, family",8.471,1.4698,2005-06-25,,"The two teams become even more strained when the Metal Maniacs get a new leader. Meanwhile, the Acceleracers and the Racing Drones face challenges while competing in the Racing Realms with a new, mysterious opponent.",34.0,
Dog Gone,"comedy, family",6.452,2.9704,2008-10-07,,A courageous boy battles a gang of bumbling thieves to rescue a dog carrying a fortune in stolen diamonds.,42.0,
The Legend of Bagger Vance,"drama, romance, fantasy",6.607,4.6528,2000-11-02,,"World War I has left golfer Rannulph Junuh a poker-playing alcoholic, his perfect swing gone. Now, however, he needs to get it back to play in a tournament to save the financially ravaged golf course of a long-ago sweetheart. Help arrives in the form of mysterious caddy Bagger Vance.",1013.0,
Malice in the Palace,comedy,5.846,0.9195,1949-09-01,,"Set in a desert land where the stooges run a restaurant, the boys set out to recover the stolen Rootin Tootin diamond after they learn from the thieves that the Emir of Shmo has absconded with the contraband jewel. They journey to the stronghold of Shmo where they disguise as Santa Clauses and scare the ruler into giving them the diamond.",26.0,
Flow,"adventure, animation, family, fantasy",8.068,18.5837,2024-08-29,,A filmmaker talks about his work and love life with an unseen friend behind the camera. We also watch four of his short films.,3016.0,
Pay It Forward,drama,7.386,6.3284,2000-10-20,,"Like some other kids, 12-year-old Trevor McKinney believed in the goodness of human nature. Like many other kids, he was determined to change the world for the better. Unlike most other kids, he succeeded.",2072.0,
Cradle 2 the Grave,"action, crime, drama",6.132,10.216,2003-02-28,,"Gang leader Tony pulls off a major diamond heist with his crew, but cop-turned-criminal Ling knows who has the loot and responds by kidnapping Tony's daughter and holding her for ransom. Unfortunately, Tony's lost the diamonds as well. As he frantically searches for his daughter and the jewels, Tony pairs with a high-kicking government agent who once worked with Ling and seeks revenge on him.",1058.0,
G-Loc,"science fiction, action, adventure",5.639,2.8698,2020-08-11,,"With Earth virtually destroyed, Bran Marshall flees to Rhea, a nearby planet now hostile towards ""Earthers"". Escaping onto a Rhean supply ship, he finds the crew slaughtered, with the only survivor a female warrior named Ohsha. As the two try to kill one another, the ship is damaged by meteorites. Bran and Ohsha must join forces to salvage the craft before it impacts the planet below  and the humans that live there.",83.0,
Science Fiction Volume One: The Osiris Child,science fiction,5.616,4.2975,2016-02-17,,"Set in the future in a time of interplanetary colonization, an unlikely pair race against an impending global crisis and are confronted by the monsters that live inside us all.",547.0,
Man With Two Lives,"horror, thriller",5.556,0.9796,1942-02-26,,"A man is brought back from death at the same time a vicious criminal dies in the electric chair. However, the man's soul is now taken over by the electrocuted gangster, who embarks on a vengeful crime wave.",9.0,
Flesh Wounds,"action, thriller, science fiction",2.526,0.947,2011-06-09,,"On a remote U.S. Army facility a group of scientists vanish while conducting experiments with a top secret weapon. An elite covert ops team commanded by Lt. Tyler (Kevin Sorbo) is sent on a rescue mission that quickly turns deadly. With time running out and the death count rising, Tyler's team must hunt and destroy a predator unlike any they have ever encountered or become its next victim.",19.0,
Polaroid,"horror, mystery, thriller",6.025,5.6392,2019-01-10,,"High school loner Bird Fitcher has no idea what dark secrets are tied to the mysterious Polaroid vintage camera she stumbles upon, but it doesn't take long to discover that those who have their picture taken meet a tragic end. Bird and her friends must survive one more night as they race to solve the mystery of the haunted Polaroid before it kills them all.",1158.0,
Crazy for Christmas,"drama, romance, tv movie",5.682,1.3017,2005-12-25,,A girl loses her parents and husband and is left driving a limo trying to get by raising her young son. An interesting but strange rich man hires her limo on Christmas eve and has her drive him to various ice rinks where he gives out $100 bills to the people there. The news media catches on and starts following him.,22.0,
The Map Reader,drama,5.333,1.0024,2008-10-18,,"Small-town New Zealand comedy-drama about Michael (Jordan Selwyn) - a 16-year-old whose passion for maps helps him escape his ordinary life and enjoy a state of isolation from those around him. But there are three women he cant shut out  his single mother Amelia, a blind 20-year-old called Mary and Alison , a friend whose grace betrays darker secrets apparently.",3.0,
Night Watch,"fantasy, action, thriller",6.204,4.1677,2004-07-08,,A woman recovering from a nervous breakdown tries to convince her husband and and the local London police that she has witnessed a murder in the abandoned house next door.,846.0,
The Wild Women of Wongo,"adventure, comedy, fantasy",2.6,1.0304,1959-03-01,,"On the tropical island of Wongo, a tribe of beautiful women discover that the other side of the island is inhabited by a tribe of handsome men. They also discover that a tribe of evil ape men live on the island, too, and the ape men are planning a raid on the tribe in order to capture mates.",25.0,
Hollow Triumph,"thriller, crime",6.607,2.4275,1948-08-18,,"Pursued by the big-time gambler he robbed, John Muller assumes a new identitywith unfortunate results.",56.0,
U.S. Marshals,"thriller, crime, action",6.547,7.6579,1998-03-06,,"U.S. Marshal Sam Gerard is accompanying a plane load of convicts from Chicago to New York. The plane crashes spectacularly, and Mark Sheridan escapes. But when Diplomatic Security Agent John Royce is assigned to help Gerard recapture Sheridan, it becomes clear that Sheridan is more than just another murderer.",1853.0,
The Pace That Kills,drama,3.125,0.9896,1935-12-01,,"A drug dealer on the run from the law meets an innocent young girl and her brother, and turns them into cocaine fiends.",16.0,
Tom Petty and the Heartbreakers: Runnin' Down a Dream,"documentary, music",7.717,1.2019,2007-10-14,,"Directed by Peter Bogdanovich and packed with rare concert footage and home movies, this documentary explores the history of Tom Petty and the Heartbreakers, including Petty's famous collaborations and notorious clashes with the record industry. Interviews with musical luminaries including Jackson Browne, George Harrison, Eddie Vedder, Roger McGuinn, Jeff Lynne, Dave Stewart and Petty himself shed some revelatory vision.",30.0,
Christmas Wishes & Mistletoe Kisses,"romance, tv movie",6.4,1.3578,2019-10-26,,"Single mom Abbey takes a leap of faith to pursue her passion for interior design. When she gets hired to decorate the estate of local businessman Nick, Abbey must complete the job by Christmas Eve. With the holidays fast approaching, Abbey must figure out how to break down the wall between her and Nick, as this could be the opportunity that jump-starts her career.",61.0,
S.W.A.T.: Under Siege,"action, crime, thriller",5.896,5.0338,2017-08-01,,"When a D.E.A. and S.W.A.T. cartel takedown ends in a shootout, S.W.A.T. Agent Travis Hall seizes a mysterious prisoner taking him into custody. Before long, the S.W.A.T. compound is under siege by wave-after-wave of assault teams attempting to recover the prisoner known as The Scorpion for the tattoo blazed across his back. When Travis discovers that his prisoner is a Secret Ops double agent planted within the cartel, its up to him and his expert S.W.A.T. team to keep The Scorpion and his billion dollar secrets safe.",408.0,
Yesterday Was a Lie,"drama, mystery, science fiction, thriller",5.647,0.8092,2009-12-11,,"Hoyle, a girl with a sharp mind and a weakness for bourbon, finds herself on the trail of a reclusive genius. Along the way, her reality becomes disconnected and surreal. Her loyal partner and an ethereal lounge singer help her along the way, but ultimately she must turn within and confront her own shadow.",17.0,
Riders of the Whistling Pines,"action, drama, music, western",5.714,1.0759,1949-03-16,,"While trailing Forest Ranger Charles Carter, who is suspected of permitting lumber man Henry Mitchell to cut restricted timber, Gene fires at a dangerous mountain lion and apparently kills Carter. Actually, Bill Wright, Mitchell's associate, killed Carter because the ranger had discovered tussock moth infestation in the forest, and if the infestation was not reported, the trees would die and have to be cut, thereby profiting Mitchell and Wright. In order to compensate the best he can, Gene sells his sportsman's camp and gives the money to Carter's daughter Helen . En route to Texas, Gene discovers the infestation and is assigned by the Forest Department to supervise the program of spraying the area with DDT from the air. After the first day of spraying, the DDT is blamed by furious stock men for the many animals found dead of poisoning.",7.0,
Elegy,"drama, romance",6.301,3.7917,2008-08-08,,"Cultural critic David Kepesh finds his life -- which he indicates is a state of ""emancipated manhood"" -- thrown into tragic disarray by Consuela Castillo, a well-mannered student who awakens a sense of sexual possessiveness in her teacher.",314.0,
Pieces of a Woman,drama,7.0,4.957,2020-12-30,,"When a young mother's home birth ends in unfathomable tragedy, she begins a year-long odyssey of mourning that fractures relationships with loved ones in this deeply personal story of a woman learning to live alongside her loss.",1336.0,
The Pickwick Papers,animation,5.0,1.0725,1985-01-01,,The Pickwick Club sends Mr. Pickwick and a group of friends to travel across England and to report back on the interesting things they find...,1.0,
The Painted Hills,"action, adventure, drama, family",4.2,1.3643,1951-05-04,,"After years of prospecting, Jonathan finally strikes gold. He returns to town only to discover that his partner has since died and left Tommy fatherless. He decides to leave Shep with Tommy to cheer him up. Meanwhile, Jonathan's new partner isn't interested in sharing the gold, and lures Jonathan to his death.",27.0,
Hot Ice,"crime, comedy",3.25,1.1076,1977-07-01,,"Winford and his wife Charlotte are criminals, who end up at a remote ski resort, where a rock star named ""Diamond Jim"" is performing. Winford and Charlotte steal his diamonds, which were kept in a safe behind the hotel's main desk.",4.0,
The Monster of Camp Sunshine or How I Learned to Stop Worrying and Love Nature,"comedy, horror",3.667,1.0391,1964-10-15,,"A scientist carelessly dumps some toxic waste into a river. The gardener at a nudist camp drinks the water, turns into a monster and attacks all the (female) nudists.",12.0,
Meet John Doe,"drama, comedy, romance",7.313,2.787,1941-03-14,,"As a parting shot, fired reporter Ann Mitchell prints a fake letter from unemployed ""John Doe,"" who threatens suicide in protest of social ills. The paper is forced to rehire Ann and hires John Willoughby to impersonate ""Doe."" Ann and her bosses cynically milk the story for all it's worth, until the made-up ""John Doe"" philosophy starts a whole political movement.",289.0,
Tawai: A Voice from the Forest,documentary,6.2,1.1078,2017-09-29,,Explorer Bruce Parry visits nomadic tribes in Borneo and the Amazon in hope to better understand humanity's changing relationship with the world around us.,6.0,
Breakthrough,drama,7.647,6.1613,2019-04-10,,"Tragedy strikes when a woman named Joyce's son falls through the ice on a frozen lake and is trapped underwater for over 15 minutes. After being rushed to the hospital, the 14-year-old boy continues to fight for his life as Joyce, her husband and their pastor stay by his bedside and pray for a miracle.",1153.0,
The Little Rascals Save the Day,comedy,6.4,2.8242,2014-03-25,,"When the Little Rascals are unable to raise enough money to save their grandma's bakery from shutting down, their only hope is to win a local talent show and use the prize money to save the shop.",122.0,
Phantom of Chinatown,"crime, mystery, thriller",6.0,1.1318,1940-11-18,,"In the middle of a pictorial lecture on his recent expedition to the Mongolian Desert, Dr. John Benton,the famous explorer, drinks from the water bottle on his lecture table, collapses and dies. His last words ""Eternal Fire"" are the only clue Chinese detective Jimmy Wong and Captain Street of the police department have to work on.",18.0,
In the Hand of Dante,"drama, crime, thriller",5.5,7.6841,2026-06-12,,"When the original manuscript of The Divine Comedy emerges in the clutches of a black-market smuggling ring in New York City's dangerous underbelly, the mob calls weary scholar Nick to authenticate it. Overwhelmed by temptation, Nick defies the mafia and steals the manuscript. As he follows a dark and violent path from a metaphorical Hell into Paradise with his love Giulietta, a parallel tale unfolds: the odyssey of Dante himself, a man who, trapped in a loveless marriage with Gemma and bolstered only by his mentorship under an austere intellectual, escapes to Sicily and creates his masterpiece.",58.0,
Fear Street: 1978,"horror, mystery, drama",7.173,8.2583,2021-07-08,,"In 1978, two rival groups at Camp Nightwing must band together to solve a terrifying mystery when horrors from their towns' history come alive.",2303.0,
The Grudge,"horror, mystery, thriller",5.94,7.3051,2004-10-22,,"An American nurse living and working in Tokyo is exposed to a mysterious supernatural curse, one that locks a person in a powerful rage before claiming their life and spreading to another victim.",3275.0,
Under California Stars,western,5.318,1.2305,1948-04-30,,"On vacation at his ranch, western actor Roy quickly finds himself involved with a horse rustling operation and a boy ward of one of the rustlers, leading to the kidnapping of Roy's trick horse Trigger by the gang with a demand for ransom.",11.0,
The Mysterious Mr. Wong,"mystery, thriller",4.346,1.1943,1935-01-25,,"Mr. Wong is a ""harmless"" Chinatown shopkeeper by day and relentless blood-thirsty pursuer of the Twelve Coins of Confucius by night. With possession of the coins, Mr. Wong will be supreme ruler of the Chinese province of Keelat, and his evil destiny will be fulfilled. A killing spree follows in dark and dangerous Chinatown as Wong gets control of 11 of the 12 coins. Reporter Jason Barton and his girl Peg are hot on his trail, but soon find themselves in serious trouble when they stumble onto Wong's headquarters.",26.0,
Totally Baked,comedy,5.1,0.9393,2007-04-20,,"Meet Dave Bertman, a tightly wound 37 year-old father of one. Bertman's ""higher"" education begins when medical marijuana activists wielding ""loaded"" weapons interrupt a planned reunion barbecue with college debate chums. When his teenage daughter Gina Marie unexpectedly arrives with a joint found in her pocket, Bertman assumes the worst. Only after he faces his own hypocrisies, can he have the open and honest discussion needed for father and daughter to understand each other and reconnect.",10.0,
Who Killed Doc Robbin?,"comedy, crime, family",4.154,0.9741,1948-04-09,,"A group of people find themselves trapped in a creepy mansion, complete with secret passageways, a mad doctor and a murderous gorilla.",13.0,
Safehouse,"action, thriller, crime",5.467,1.5627,2023-09-28,,"Ex-FBI agent Cooper O'Neil thinks the dangerous times in his life are in the past; that is, until his former partner shows up dead at his marina home. O'Neil's old partner had a coveted thumb drive in his possession when he died, and now the ex-agent is forced back into the life he left behind to keep the thumb drive from the wrong hands.",15.0,
The Cape Town Affair,"action, thriller",4.091,1.316,1967-09-19,,"South African secret agents attempt to save confidential microfilm before it falls into the hands of Communists. A color remake of the Sam Fuller film, Pickup on South Street.",11.0,
Bring It On,comedy,6.29,7.8748,2000-08-25,,"The Toro cheerleading squad from Rancho Carne High School in San Diego has got spirit, spunk, sass and a killer routine that's sure to land them the national championship trophy for the sixth year in a row. But for newly-elected team captain Torrance, the Toros' road to total cheer glory takes a shady turn when she discovers that their perfectly-choreographed routines were in fact stolen.",1903.0,
Most Guys Are Losers,"comedy, drama",2.571,1.871,2020-10-24,,"College student Sandy's new boyfriend meets all the criteria for a good partner according to her dad's best-selling dating handbook titled ""Most Guys are Losers"". However, when she brings him home to Chicago for Thanksgiving, her father thinks he knows better. His well-intentioned investigation into the new beau soon leads to awkward misunderstandings, spilled secrets and heartwarming moments.",7.0,
The Dark Crystal,"adventure, family, fantasy",7.153,6.482,1982-12-17,,"On another planet in the distant past, a Gelfling embarks on a quest to find the missing shard of a magical crystal and restore order to his world, before the grotesque race of Skeksis find and use the crystal for evil.",1295.0,
Fatwa,"drama, thriller",2.9,2.1126,2006-03-24,,"In the midst of a personal crisis, junior senator Maggie Davidson ascertains that she's the subject of a terrorist plot.",10.0,
Larry David: Curb Your Enthusiasm,"comedy, tv movie",7.525,1.4417,1999-10-17,,Mock documentary about Seinfeld writer Larry David featuring contributions from his friends and colleagues. Larry makes a return to stand-up comedy and prepares to film a television special for HBO.  This is the original special that gave birth to the long-running award-winning HBO series.,102.0,
Spy Kids 2: The Island of Lost Dreams,"family, action, adventure, comedy, science fiction",5.647,7.5641,2002-08-07,,"Exploring the further adventures of Carmen and Juni Cortez, who have now joined the family spy business as Level 2 OSS agents. Their new mission is to save the world from a mad scientist living on a volcanic island populated by an imaginative menagerie of creatures. On this bizarre island, none of the Cortez's gadgets work and they must rely on their wits--and each other--to survive and save the day.",2389.0,
All Hallows' Eve,horror,5.667,3.5877,2013-10-29,,"While watching two children on Halloween night, a babysitter finds an old VHS tape in the kids' trick or treat bag. The tape features three tales of terror, all linked together by a murderous clown.",669.0,
Pure,drama,6.135,1.5779,2002-09-13,,"PURE is 19 extraordinary climbers in six countries on three continents; Nalle Hukkataival: This young climber from Finland spent his time on the World Cup circuit and now focuses on climbing some of the toughest rocks on the planet. Kevin Jorgeson: Exclusive footage of his first solo ascents in California. A unique perspective on the mental control needed to solo and the re-education needed when making a mistake. Kilian Fischhuber: Winner of the 2008 Men's Bouldering World Cup. Anna Stoehr: Aged 20, she won the 2008 Women's Bouldering World Cup. Fred Nicole: The legend of bouldering, author of achievements in hardest boulders in the world. The leader and grandmaster of the sport. Cody Roth: Enthusiastic about climbing just about anything, he achieves breathtaking first ascents here from Rocklands to Europe.",51.0,
Big Trouble in Little China,"action, adventure, comedy, fantasy",7.21,10.1891,1986-05-30,,"Truck driver Jack Burton gets embroiled in a supernatural battle when his best friend Wang Chi's green-eyed fiance is kidnapped by henchmen of the sorcerer Lo Pan, who must marry a girl with green eyes in order to return to the human realm.",3469.0,
Promising Young Woman,"thriller, crime, drama",7.374,11.9853,2020-12-13,,"A young woman, traumatized by a tragic event in her past, seeks out vengeance against those who crossed her path.",3808.0,
"I, Tonya","drama, comedy",7.466,7.4986,2017-12-07,,"Competitive ice skater Tonya Harding rises amongst the ranks at the U.S. Figure Skating Championships, but her future in the sport is thrown into doubt when her ex-husband intervenes.",6275.0,
The Good Son,"drama, thriller",6.782,5.6129,1993-09-24,,"A young boy stays with his aunt and uncle, and befriends his cousin who's the same age. But his cousin begins showing increasing signs of psychotic behavior.",1075.0,
