Title,Genres,Rating,Popularity,Release Date,Cast,Overview,Vote_Count,TMDB_ID,Language,release_year,Genres_Source,Moods,Primary_Mood
maha munjya,"horror, comedy",6.0,0.1189,2027-12-24,"abhay verma, sharvari wagh, mona singh",the ninth installment in the maddock supernatural cinematic universe. plot tba.,0.0,,hindi,2027.0,original,"fear, surprise",fear
stree 3,"horror, comedy",6.0,0.0972,2027-08-13,"rajkummar rao, shraddha kapoor, abhishek banerjee, aparshakti khurana, pankaj tripathi",the eighth installment in the maddock supernatural cinematic universe. plot tba.,0.0,,hindi,2027.0,original,"fear, surprise",fear
the thirst for a goal,"horror, comedy",6.0,0.0857,2024-02-23,"sonia thapa, jitendra makwana, ahezaj shaikh, navin makwana",revenge of lovers (horror),0.0,,hindi,2024.0,original,"anger, fear",anger
bhago bhoot aayaa,"horror, comedy",6.0,0.0708,1985-06-21,"deven verma, ashok kumar, aruna irani, shakti kapoor, kaajal kiran",a young girl has returned to india from london to see her old dying uncle. but she is unaware of presence of some goons planning to find hidden treasures of that house.,0.0,,hindi,1985.0,original,"fear, surprise",fear
house of mystery,"horror, comedy",6.0,0.0071,1949-01-08,"bhagwan palav, baburao pahelwan, leela gupte, usha shukla, azim","shyam and manglu , who, finding themselves recently unemployed, take to the streets, masquerading as lame and blind in order to make a few bucks begging from passersby. after being discovered as fakes, and then severely chastised in public, a by-stander offers them a job as caretakers of an old bungalow which is rumored to be haunted and has been all but abandoned by its owner, sethani, and her beautiful daughter, prema. soon they discover the dead body of a former employee and now they are suspected to be hired killers.",0.0,,hindi,1949.0,original,"caring, curiosity",caring
pehla mahayudh,"horror, comedy, action",6.0,0.4727,2028-11-08,"rajkummar rao, shraddha kapoor, aparshakti khurana, abhishek banerjee, pankaj tripathi",the tenth installment in the maddock supernatural cinematic universe. plot tba.,0.0,,hindi,2028.0,original,"fear, surprise",fear
haveli,"horror, crime, thriller",5.0,0.1505,1985-01-01,"rakesh roshan, marc zuber, aaloka, reem kapadia, javed khan","an undercover policeman attempts to solve a murder and ends up with more murders on his hands, a mysterious killer, and other people out to kill him.",2.0,,hindi,1985.0,original,"fear, surprise",fear
cookie,"horror, drama",6.0,0.2554,2020-02-28,"ankur vikal, heeba shah, sai tamhankar, sharma vibhoutee, reena wadhwa",psychiatrist couple aparna and rajeev kapoor have been so tied up in fixing the people coming to them that they have neglected their own daughter cookie who grows up to be a violent and rebellious teenager. when cookie ends her life and destroys her parents lives she comes back to release all of her anger and seek vengeance.,0.0,,hindi,2020.0,original,"fear, surprise",fear
bloody ishq,"horror, drama",6.0,0.2395,2024-07-26,"avika gor, vardhaan puri, jeniffer piccinato, haneet singh sawhney, shyam kishore","a secluded scottish island becomes neha's refuge after a memory loss in an accident. with her husband hiding a scary truth, how will she live in a house of lies?",0.0,,hindi,2024.0,original,"realization, sadness",realization
aseq,"horror, drama",6.0,0.2335,2024-06-22,"vardhaan puri, siddhanth kapoor, adi chugh, helena fernandes, sonnalli seygall","plagued by unsettling supernatural phenomena, a man becomes increasingly paranoid that his ex is stalking him with black magic.",0.0,,hindi,2024.0,original,"fear, surprise",fear
1920: horrors of the heart,"horror, drama",3.0,0.2213,2023-06-23,"avika gor, barkha bisht, ketaki kulkarni, rahul dev, danish pandor","after her father's suicide, meghna gets led by one obsession - vengeance. the trail ends at her estranged mother's doorstep, sparking a bloody rampage.",8.0,,hindi,2023.0,original,"fear, surprise",fear
bhayaanak,"horror, drama",6.0,0.1131,1979-09-21,"mithun chakraborty, ranjeeta kaur, nilu phule, reena roy, sharat saxena",people of mangalpur die in a bizarre pattern. inspector vijay is appointed to reveal the truth behind the mystery.,0.0,,hindi,1979.0,original,"confusion, realization",confusion
bedroom story,"horror, drama",6.0,0.0875,1988-01-01,"sanjay shukla, roma sengupta","ajit singh returns from abroad. his mother receives him with affection. ajit comes across a model photographer, ravikant, and asks him to decorate his bedroom with photographs of sexy girls. ravikant, the photographer, adorns the bedroom with photographs of roma, one of his beautiful models. gradually, ajit becomes desirous and falls for this model. eventually, he offers to marry her but she is already engaged to ravikant and therefore, refuses. a sly ajit offers his place up for their marriage. during the ceremony, ajit finds a way to molest roma. his mother sees it and intervenes, eventually ending up shooting him. ajit haunts the couple even after his death. his desires for roma do not change and he claims her to be his wife and haunts her. his mother and ravikant visit saints and seek tantric aid to pacify the wicked soul of ajit.",0.0,,hindi,1988.0,original,"desire, sadness",desire
anta fazila,"horror, drama",6.0,0.5145,2018-01-01,"bhavesh koriya, kaavya chauhan, piyush nagar, salman khan",,0.0,,hindi,2018.0,original,"fear, surprise",fear
last chance,"horror, drama",6.0,0.0143,2009-01-01,"akbar khan, mahendra sharma, ritambra","in order to make easy money, three friends conduct a conspiracy which later backfires!",0.0,,hindi,2009.0,original,"fear, surprise",fear
kaali khuhi,"horror, drama, thriller",4.5,0.4399,2020-10-30,"shabana azmi, riva arora, satyadeep misra, sanjeeda sheikh, leela samson","when a restless spirit curses a punjab village that has a history of female infanticide, the town's fate lies in the hands of a 10-year old girl, shivangi.",23.0,,hindi,2020.0,original,"fear, surprise",fear
bardovi,"horror, drama, thriller",4.0,0.2594,2024-02-08,"chittaranjan giri, chhaya kadam, virat madake","anant is a middle aged hearse-driver who brings corpses to the crematorium. he has little liking for the usual day to day routine and prefers to live along. he is and always has been fascinated by death. one day, anant finds out his dead mother was part of a mysterious organization. he sets out to discover if everything he knew about his mother was a lie.",1.0,,hindi,2024.0,original,"curiosity, sadness",curiosity
the guest,"horror, drama, thriller",6.0,0.0895,2016-10-11,"avinash tiwary, davinder madan","on a secluded mountain road, a man's car breaks down.",0.0,,hindi,2016.0,original,"fear, surprise",fear
cruel sorceress,"horror, fantasy",6.0,0.0,1929-01-01,"navinchandra gohar, zebunissa, pehalwan nandram, p.r. joshi, asooji",indian horror movie from 1929.,0.0,,hindi,1929.0,original,fear,fear
kriya,"horror, fantasy, comedy",3.8,0.2247,2020-08-20,"navjot randhawa, noble luke, avantika akerkar, md asif, kishan bahurupiya","a dj encounters a beautiful woman at a club, goes back to her home, and finds himself thrust into a nightmare odyssey of ritual magic, patriarchal death customs, and family conflict most unusual.",4.0,,hindi,2020.0,original,"caring, fear",caring
bokshi,"horror, fantasy, drama",6.0,0.2936,2025-01-31,"prasanna bisht, mansi multani, swaroopa ghosh, rohit tiwari, sandeep shridhar dhabale","anahita, traumatised by the brutal disappearance of her mother, finds comfort in shalini, her history teacher. on an unconventional school excursion to a mysterious prehistoric site, she confronts her terrifying destiny.",1.0,,hindi,2025.0,original,"fear, surprise",fear
pari,"horror, fantasy, mystery",6.459,0.2712,2018-02-03,"anushka sharma, parambrata chatterjee, rajat kapoor, ritabhari chakraborty, mansi multani","arnab tries to help ruksahana, who is found under mysterious circumstances in a house. he lets her stay at his home until he discovers something strange about her.",49.0,,hindi,2018.0,original,"curiosity, realization",curiosity
7 saal baad,"horror, music",6.0,0.1492,1987-07-30,"sharmila tagore, suresh oberoi, navin nischol, prema narayan, chandrashekhar vaidya","a married couple nisha mathur and her husband dilip mathur, purchase a hotel in a scenic locale. in the beginning, no one comes to stay there, however, the hotel soon attracts several young couples; an ex-convict, who possesses some dark secrets out of nisha's past; a police inspector who warns people against staying in this hotel; and a journalist lisa. and then one by one people start turning up dead, brutally killed, by person(s) unknown. what is the secret behind this hotel?",0.0,,hindi,1987.0,original,curiosity,curiosity
raaz: the mystery continues...,"horror, mystery",5.537,0.4389,2009-01-23,"emraan hashmi, kangana ranaut, adhyayan suman, jackie shroff, dinesh lamba","a beautiful lady turns up in an architect's masterpiece.when he founds that she is real, he realizes that she is haunted and hunted by the reasons they have to find out",41.0,,hindi,2009.0,original,realization,realization
naina,"horror, mystery",3.75,0.3968,2005-05-20,"urmila matondkar, amardeep jha, kamini khanna, anthony rosato, anuj sawhney","the poet, ravi, haunted by the memory of his former lover naina is drowning his sorrows in alcohol when he meets jyoti",12.0,,hindi,2005.0,original,love,love
agyaat,"horror, mystery",3.4,0.2582,2009-07-08,"nithiin, gautam rode, priyanka kothari, rasika dugal, ishtiyak khan","a film unit goes for a shoot deep into a forest, they settle at a place with bare minimal facilities run by a strange and quirky man called setu.",8.0,,hindi,2009.0,original,"fear, surprise",fear
sannata,"horror, mystery",6.0,0.1556,1966-01-01,"anil chatterjee, tanuja samarth, raj mehra, veena, david abraham",kunwar vijay singh is found murdered and and from that time on a mysterious light can seen in a nearby fort while in the forest the haunting moan of an unknown woman is heard.,0.0,,hindi,1966.0,original,"fear, surprise",fear
tower house,"horror, mystery",6.0,0.1426,1962-01-01,"ajit khan, shakila, nisar ahmad ansari","mystery surrounds the ruins of an old tower house, where at select nights, a woman comes out wailing a song, amidst people committing suicide by throwing themselves off the tower. the police investigate this, but are baffled, and unable to solve this mystery. the woman is seth durgadas' late wife. the police interview seth durgadas but nothing comes of it. in the meantime, ranjeet (n.a. ansari) rescues sabita (shakila), the only daughter of seth durgadas from the clutches of a tiger, and himself is disfigured for life. out of pity, durgadas appoints him manager of his organization and wealth, and soon a greedy ranjeet starts showing his true colors, which ultimately result in the murder of durgadas, and the prime suspect is none other than suresh kumar (ajit), the man who sabita loves.",0.0,,hindi,1962.0,original,"confusion, love",confusion
raat ke andhere mein,"horror, mystery",6.0,0.1399,1987-01-01,"javed khan, kanwarjeet paintal, deepika chikhalia, mazhar khan, rajesh puri","a group of vagabonds happen to loot a man of ethics and on their way to their hideout take asylum (forcibly) in a house owned by a pregnant woman and her husband. they unintentionally kill the woman's husband and run away. after many years the killers have become big wheels of the society and are now into vulgar display of wealth characterized by frequent high-profile parties and events. however, little do they know that a hideously deformed monster is lurking around them and in the nearby woods seeking revenge for their sins. the killers start dying mysterious deaths at the hands of the monster. who is this monster and will the remaining ones survive?",0.0,,hindi,1987.0,original,"anger, caring",anger
page 16,"horror, mystery",6.0,0.097,2018-10-08,"aseem ali khan, bidita bag, kiran kumar, zakir hussain","page 16 is a supernatural thriller. it's a story about an ambitious builder ajay, whose life turned upside down when he bought a book for his son harsh. it all started with page 16 of that book where his past and present life gets entangled.",2.0,,hindi,2018.0,original,"fear, surprise",fear
so saal baad,"horror, mystery",6.0,0.0841,1966-12-29,"feroz khan, manmohan krishna, kumkum, rajendranath malhotra, d.k. sapru","while working at an excavation site, a young engineer (feroz khan) notices an abandoned mansion where he hears a female voice singing a tragic song. when he investigates, he finds a beautiful apparition; what's more, there seems to be something quite familiar about her. he wonders if this is the ghost of someone from his past life.",0.0,,hindi,1966.0,original,sadness,sadness
awakenings,"horror, mystery",7.0,0.0493,2015-06-29,palomi ghosh,"chased by a malevolent entity, a babysitter's child care session turns into a nightmare as reality becomes more and more twisted.",4.0,,hindi,2015.0,original,"caring, fear",caring
krishna cottage,"horror, mystery, romance",4.844,0.2564,2004-07-30,"sohail khan, isha koppikar, anita hassanandani reddy, vrajesh hirjee, hiten tejwani","after their car breaks down, a group of collegians are forced to take shelter in the mysterious krishna cottage for the night. little do they know that the cottage is haunted by a spirit.",16.0,,hindi,2004.0,original,"fear, surprise",fear
u-turn,"horror, mystery, thriller",5.2,0.3414,2023-04-28,"alaya f, priyanshu painyuli, rajesh sharma, manu rishi chadha, aashim gulati","radhika, a journalism intern is investigating bike riders violating traffic on a city flyover, turns sinister when she becomes prime suspect in the mysterious death of one of the motorists, she is forced to prove her innocence and find the real culprit.",9.0,,hindi,2023.0,original,sadness,sadness
woh phir aayegi,"horror, mystery, thriller",5.5,0.192,1988-09-23,"rajesh khanna, farha naaz, moon moon sen, shekhar suman, javed jaffrey",aarti is possessed by the evil spirit of asha who wants revenge on her killers. aarti's husband tries everything possible to free her from the evil spirit.,2.0,,hindi,1988.0,original,anger,anger
raate ke andhere mein,"horror, mystery, thriller",6.0,0.0754,1969-01-01,"mohan choti, dev dutt, dev kumar, maruti, murad",indian horror movie from 1969.,0.0,,hindi,1969.0,original,fear,fear
click,"horror, mystery, thriller",4.5,0.0672,2010-02-19,"shreyas talpade, sadha, sneha ullal, rehan khan, chunky pandey","avi is a photographer having a relationship with sonia who is a model. one night the couple after driving from a late night party accidentally bumps of a young girl. as sonia is driving the car, to avoid further complications, avi insists on them fleeing away from the accident scene. but trouble starts for the couple soon after. while avis clicked photos start having strange white marks over them, sonia starts having spooky experiences. avi also develops a severe shoulder pain and even though he is not overweight he starts weighing 120 kilos. avi too then starts having similar experiences like sonia. the couple is petrified when all three of avis best buddies kill themselves in a similar manner. it then comes to light that the spirit haunting them all has a connection to avis college life. meanwhile sonia finds out that avi was friends with one aarti during his college days. what is aartis connection to all this and what revelation awaits sonia forms the rest of the film.",11.0,,hindi,2010.0,original,"fear, surprise",fear
number game,"horror, mystery, thriller",6.0,0.0382,2019-02-15,"aishwarya rajesh, nakul choudharry, rimi sen, pimpi tachang, ramesh gupta","emmy who lives in the uk, comes to india to organised a real life game. the game is launched in india. 5 players from 5 states participate in it to win rs. 2 crore. three young boys and two beautiful girls become the part of the game.",1.0,,hindi,2019.0,original,"fear, surprise",fear
3 am - a paranormal experience,"horror, romance",4.0,0.0701,2014-09-26,"rannvijay singha, anindita nayar, jason matthew ethier, kavin dave, salil acharya",the story of the movie revolves around three friends who are going to make a reality show on the existence of ghosts in the world.,2.0,,hindi,2014.0,original,"fear, surprise",fear
bhraanti an illusion,"horror, romance, fantasy",6.0,0.1423,2023-04-28,"garima jain, gaurav sharma","manju, a meek and docile housewife, possessed by a vengeful spirit starts scaring her dominating mother in law, and seductively controls her husband. chaos ensues in the small town when all young women follow suit, leading to an unlikely uprising!",0.0,,hindi,2023.0,original,anger,anger
ek thi daayan,"horror, romance, thriller",5.109,0.3394,2013-04-18,"emraan hashmi, huma qureshi, konkona sen sharma, kalki koechlin, rajatabha dutta",a popular magician seeks help from a psychiatrist to protect him from a witch that has haunted him since childhood.,32.0,,hindi,2013.0,original,caring,caring
amavas,"horror, romance, thriller",5.5,0.2716,2019-07-02,"sachiin joshi, nargis fakhri, navneet kaur dhillon, vivan bhatena, mona singh","the lives of a couple turn into a nightmare, as dark forces lie in wait beneath the shadows of the haunted bungalow in which they have decided to stay.",4.0,,hindi,2019.0,original,fear,fear
aadhi raat ke baad,"horror, science fiction",6.0,0.0747,1965-01-01,"ashok kumar, ragini, sailesh kumar, murad, agha",a scientist renowned for creating a potion that makes him invisible is framed for the murder of his prospective father-in-law.,1.0,,hindi,1965.0,original,"fear, surprise",fear
maut ka saya,"horror, science fiction",6.0,0.6324,1982-01-06,"geeta behl, anil dhawan, vijayendra ghatge",,0.0,,hindi,1982.0,original,"fear, surprise",fear
zingaro,"horror, science fiction",6.0,0.0143,1935-01-01,"nayampally, gulab, pushpa, nazir, mansoor",a scientist (nayampally) turns himself into a monster in this story based on dr. jekyll and mr. hyde.,0.0,,hindi,1935.0,original,"fear, surprise",fear
3g,"horror, science fiction, thriller",3.5,0.1392,2013-03-14,"neil nitin mukesh, sonal chauhan, vishaard sharan, asheesh kapur, mrinalini sharma","when sam and sheena are on vacation in the fiji islands, sam buys a 3g enabled phone. unforeseen events take place after he starts receiving unknown calls and finds his life at risk.",11.0,,hindi,2013.0,original,"fear, surprise",fear
chhorii,"horror, thriller",6.19,1.0539,2021-11-26,"nushrratt bharuccha, mita vashisht, rajesh jais, saurabh goyal, pallavi ajay patil","sakshi is eight months pregnant with her first child when she and hemant are forced out of their home. they escape from the city and seek refuge in a house located deep inside sugarcane fields. the house is ridden with dark secrets that start unravelling as the story unfolds, posing a threat to sakshi and her unborn child. even as sakshi tries to save herself and her unborn baby, scary sightings of three mysterious kids and a charred monster coupled with an eerie lullaby, emanating from an old transistor, wreak havoc with her sanity.",21.0,,hindi,2021.0,original,curiosity,curiosity
raaz 3,"horror, thriller",5.237,0.4697,2012-07-09,"bipasha basu, emraan hashmi, esha gupta, manish chaudhary, mohan kapur","when an ingnue's sudden popularity threatens to shove her out of the spotlight, a movie star uses black magic in an attempt to derail her career.",38.0,,hindi,2012.0,original,caring,caring
haunted-3d,"horror, thriller",5.9,0.4696,2011-05-05,"mimoh chakraborty, tia bajpai, achint kaur, mohan kapur, prachee shah",a realtor finds himself accompanied by two ghostly entities inside a mansion. he learns of a violent event that took place years ago and is sent back in time to prevent it from happening.,46.0,,hindi,2011.0,original,realization,realization
durgamati: the myth,"horror, thriller",5.7,1.1853,2020-11-12,"bhumi pednekar, arshad warsi, mahie gill, karan kapadia, jisshu sengupta","in the skullduggery world of politics and crime, an innocent chanchal has to pull all on the line to prove her innocence and bring justice to shakti and the people that he loved so much. as she gets embroiled deep in a web of deceit, chanchal must face powers both natural and supernatural to fulfill her destiny.",12.0,,hindi,2020.0,original,"excitement, love",excitement
bhoot: part one - the haunted ship,"horror, thriller",5.534,0.4479,2020-02-21,"vicky kaushal, bhumi pednekar, ashutosh rana, sara gesawat, meher vij","when an abandoned haunted ship called 'sea bird' washes up on the shores of mumbai, surveying officer prithvi is assigned to solve the mystery and close the case",29.0,,hindi,2020.0,original,confusion,confusion
gaslight,"horror, thriller",5.529,0.4354,2023-03-31,"sara ali khan, vikrant massey, chitrangada singh, rahul dev, akshay oberoi","meesha, a young paraplegic woman confined to a wheelchair, returns to her familys royal estate after 15 years at the behest of her estranged father, only to learn that hes mysteriously missing and probably dead.",17.0,,hindi,2023.0,original,caring,caring
fired,"horror, thriller",4.556,0.4003,2010-01-29,"rahul bose, dinesh lamba, nassar abdulla, militza radmilovic, sandeep sharma","at the h.w.l.s head office in london, the egotistical maniac joy mittal the ceo of the company, decides to repair his scandal-ridden work record and prove to himself and his partners that he can, indeed, care for his family and be an able leader in an economic meltdown that effects everyone. he is responsible of firing almost half the employees in london and implement major cut-downs. in the turmoil that follows he decides to sack the manager ruby, a 29-year-old seductress with whom he has been having an affair that affects his personal as well as his professional life. after a day of ultimate stress joy finally decides to finish off all his paperwork and stand proud in front of his partners for a board meeting that will definitely change his life. almost after 5 hours of the firing incident, the final two hours in the office is a stressful event.",9.0,,hindi,2010.0,original,"caring, joy",caring
12 o clock,"horror, thriller",3.0,1.208,2021-08-01,"makrand deshpande, mithun chakraborty, manav kaul, ashish vidhyarthi, dalip tahil",,3.0,,hindi,2021.0,original,"fear, surprise",fear
ghost,"horror, thriller",4.9,0.3776,2019-10-18,"sanaya irani, shivam bhaargava, ameet chana, caroline wildi, ananya raj","the story of the film follows karan khanna, a politician of indian origin in the united kingdom, who is accused of killing his wife. he tells his lawyer that a spirit committed the murder and should be tried.",7.0,,hindi,2019.0,original,"fear, surprise",fear
mushkil,"horror, thriller",3.0,0.2637,2019-09-08,"pooja bisht, rajneesh duggal, kunaal roy kapur, archana, nazia hussain","four girlfriends go on a trip to greece and put up in a guest house that is home to a ghost. with no one to turn to and nowhere to go, how do the girls manage to flee the country unharmed?",1.0,,hindi,2019.0,original,"fear, surprise",fear
judaa hoke bhi,"horror, thriller",4.333,0.261,2022-07-15,"akshay oberoi, aindrita ray, meherzan mazda, jia mustafa, rushad rana","aman khanna, a once successful singer, is drowning his life into alcohol, despair and self- destruction after his 6 years old son died in a freak accident. aman's wife, meera who has an autobiographical bestseller to her credit is trying to cope with their financial burdens and aman's lack of responsibility.",3.0,,hindi,2022.0,original,"fear, surprise",fear
chudail story,"horror, thriller",4.5,0.2567,2016-05-13,"preeti soni, amal sehrawat, nidhi nautiayl, menka lalwani, pankaj berry",a seductive witch kills men by casting a spell on them. a bunch of friends are trapped in a haunted house with mysterious lady. is she the chudail?,4.0,,hindi,2016.0,original,"fear, surprise",fear
phoonk 2,"horror, thriller",4.9,0.216,2010-04-16,"sudeep, ahsaas channa, neeru bajwa, ashwini kalsekar, amit sadh","while on vacation, children and their father are terrorized by their mother and wife respectively.",4.0,,hindi,2010.0,original,fear,fear
lupt,"horror, thriller",3.923,0.2131,2018-02-11,"javed jaffrey, vijay raaz, meenakshi dixit, rishina kandhari, niki aneja walia",a road trip turns into a spooky nightmare as a family of four is attacked by strange entities,13.0,,hindi,2018.0,original,"caring, fear",caring
the final exit,"horror, thriller",6.0,0.1888,2017-09-22,"kunaal roy kapur, archana, elena kazan, scarlett mellish wilson, ananya sen","fashion photographer, vidyut sehgal has several distractions in his life, namely drugs, alcohol and women. he is also deeply troubled by his dreams in which he sees a mysterious woman posing around a strange shrine. soon, the woman enters his bedroom and an entity seems to be sending him videos that seem to call him out to the place he has been seeing. his friend suggests he see a doctor, who advises him to abstain from substances. but when none of it helps, he decides to follow a marker sent to him on his phone and reach the mysterious place of his dreams.",0.0,,hindi,2017.0,original,optimism,optimism
who's there?,"horror, thriller",4.0,0.1729,2011-11-18,"rajbeer singh, kalpana mathur, upasna singh, mushtaq khan","a horror suspense love story about a newly-married couple. jay and muskan loved each other very much, but they cannot get married. then, one day muskan married a rich young man, sunny malhotra. jay did not handle this situation very well, and he decided to end his own life. muskan has now forgotten everything from her past life and is very happy in her marriage with sunny malhotra. together they go on honeymoon to a hill station. however, while on their honeymoon, muskan sees a dead body everywhere around her.",1.0,,hindi,2011.0,original,"fear, joy",fear
wild cat,"horror, thriller",6.0,0.1676,1960-01-01,"ajit khan, kumkum, mukri, sudhir, tun tun","a group of gangsters, using clay cat statues in which to smuggle their goods, are hunted down by a mysterious cat-like human.",0.0,,hindi,1960.0,original,"fear, surprise",fear
hide & seek,"horror, thriller",5.7,0.1625,2010-01-15,"purab kohli, arjan bajwa, mrinalini sharma, ayaz khan, sameer kochhar",five former friends are abducted and held in a locked mall by a person dressed as santa claus.,5.0,,hindi,2010.0,original,"fear, surprise",fear
darr @ the mall,"horror, thriller",3.8,0.1568,2014-02-21,"jimmy shergill, nushrratt bharuccha, arif zakaria, asif basra, nivedita bhattacharya","a newly constructed mall is suspected to be haunted when a few workers are mysteriously killed during its construction. vishnu, a security guard, unveils the mystery behind the mall's dark secret.",14.0,,hindi,2014.0,original,"confusion, curiosity",confusion
unlock,"horror, thriller",7.5,0.0835,2020-06-27,"kushal tandon, hina khan, aditi arya, rishabh sinha","wouldn't it be nice if there was an app that granted you your deepest darkest wish in just three tasks. when suhani realizes that amar, the love of her life is about to be lost to her roommate riddhi, there is practically nothing that she could do to make things right again. suhani has been obsessed with amar for some time now, from installing cameras in his house to observing him so closely as to know by heart his likes and dislikes. when all doors seem shut, suhani gets the opportunity to install friends from the other side, an app off the deep web that grants one of their wishes but with a catch; there are three tasks that need completing.",2.0,,hindi,2020.0,original,"love, realization",love
cheekh,"horror, thriller",6.0,0.079,1985-01-01,"madan puri, dipika chakhlia, amala akkineni, rajendranath malhotra, rammohan sharma","thakur (madan puri) was a cruel man in the past. then over the passage of time he changed to normal life and lives with his daughter peacefully, but suddenly a mysterious killer starts to take revenge, and everyone is puzzled by a clever mind game.",0.0,,hindi,1985.0,original,"anger, confusion",anger
kaun ho tum,"horror, thriller",6.0,0.0717,1970-01-01,"sailesh kumar, sonia sahni, jagdeep, raj mehra, mohan choti","prakash (sailesh kumar) is in love with kamini (sonia sahni), but due to his being from a poor family, kamini's father is against their marriage. prakash's best friend, mohan (jagdeep), vows to help the couple and while the duo are travelling to the hill station that kamini and her father are visiting, they meet with an accident and mohan dies. when prakash arrives at the hill station he is shocked to find mohan alive and well and romancing kamini. confused and distraught, he confronts kamini's father with this news. the father attacks mohan and, in self defense, kills him. prakash and the father then travel to mohan's home to break the news to the boy's mother...and find mohan, once again, alive and well.",0.0,,hindi,1970.0,original,"caring, confusion",caring
pyasi nigahen,"horror, thriller",10.0,0.0453,1990-01-01,"ajinkya deo, sahila chaddha","the city quails as a masked murderer stalks nubile women. the law helpless, only the local tantrik (shaman) dumroo baba seems to hold the key to catching the murderer...or does he?",1.0,,hindi,1990.0,original,"fear, surprise",fear
1978,"horror, thriller",6.0,0.0311,2019-03-05,"apurva godbole, vaishnavi kadam, maliha malla, rohit mugullu","set in the 1970s, the film follows seven teenagers who find their lives in jeopardy after getting trapped in a haunted mansion.",2.0,,hindi,2019.0,original,"fear, surprise",fear
dybbuk,"horror, thriller, drama",5.088,1.1083,2021-10-29,"emraan hashmi, nikita dutta, manav kaul, denzil smith, anil george",,17.0,,hindi,2021.0,original,"fear, surprise",fear
blurr,"horror, thriller, mystery",4.167,0.2704,2022-09-12,"taapsee pannu, gulshan devaiah, abhilash thapliyal, krutika desai khan, sumit nijhawan","with progressive blindness setting in, gayatri has to find answers to her twin sister's unlikely death. as the lines of reality keep getting blurred, is she ready to look the truth in the eye?",9.0,,hindi,2022.0,original,"realization, sadness",realization
burning butterflies,"horror, thriller, mystery",6.5,1.8263,2024-06-09,"saurav chakraborty, saurav das, ritisha ganguly, deboprasad haldar, debesh roy chowdhury",,6.0,,hindi,2024.0,original,"fear, surprise",fear
close door,"horror, thriller, mystery",6.0,0.0286,2025-08-02,"andrew s bastian, aayushi malik, dhrruv mahant","a man is left alone in his apartment for a month by his flatmates, not returning his calls or replying back to his messages. much to his dismay, he is tasked to take care of their friend for a night.",0.0,,hindi,2025.0,original,caring,caring
wedding night,"horror, thriller, romance",6.0,0.0143,1935-01-01,"sharifa, s.b. nayampalli, fatty prasad, s.l. puri, vijay kumar","the story revolves around the life of a kind and sweet girl living with her family and her family wanted a fortune for her and arranged her marriage with a kind man and they meet before their marriage and fells in love with each other- but things get complicated in their wedding night- which causes their life into trouble- but fate plays its role, leading to consequences.",0.0,,hindi,1935.0,original,"caring, love",caring
bhangra paa le,music,5.3,0.3609,2020-03-01,"sunny kaushal, rukshar dhillon, shriya pilgaonkar, parmeet sethi, jayati bhatia",jaggi comes from a punjabi background and he aspires to take the popular punjabi dance form of 'bhangra' to an international platform and passionately works towards his dream. he meets his college rival in simi and they both compete with each other to win the international dance competition.,7.0,,hindi,2020.0,original,"love, optimism",love
rani and lalpari,music,8.0,0.2345,1975-01-01,"baby raani, rajendra kumar, jeetendra, feroz khan, neetu singh","rani is a child who is being brought up by her mother, kamla (asha parekh) as her dad rajendra (rajendra kumar) has gone out of town on business. both mother and daughter live with their cruel and selfish relatives (satyendra kapoor and lalita kumari). they live with her abusive uncle. one day, kamla gets the news that her husband is returning, and she is overjoyed. this joy turns to sorrow when she finds out that he has died in an accident. shortly thereafter, she too passes away, leaving poor rani at the hands of the cruel relatives. her best friend pappu (master abbas) tells her about lalpari (reena roy). she succeeds to reach heaven with the help of lalpari and manages to trick yamraj (god of truth and death). however, rani's father was only injured in the plane crash. rani lives happily ever after with her parents. this movie also features the story of cinderella and gulliver's travels in two songs.",2.0,,hindi,1975.0,original,"joy, realization",joy
bezubaan ishq,music,6.0,0.1667,2015-03-07,"mugdha godse, sneha ullal, nishant, darshan jariwala, farida jalal","the film has been shot in various parts of india like jaipur, jaisalmer and mumbai. the film is set in the modern milieu with traditional indian backdrop and values. it revolves around three friends and their families.",0.0,,hindi,2015.0,original,neutral,neutral
kalpana,music,6.0,0.0714,1948-01-01,"amala shankar, lakshmi kanta, uday shankar, usha kiran","a writer goes to a film producer with a story in the hope of selling the idea for a film. as he explains it to the producer, scenes from his dance movie come to life.",6.0,,hindi,1948.0,original,optimism,optimism
ban phool,music,6.0,0.0692,1945-12-28,"kanan devi, krishnakant, kamal mitra, devi mukherjee, shyam laha","haria, an elephant driver, loves gypsy girl gulabi, but faces rivalry from ajay, the tea estate owner's son. after ajay kills haria's elephant, raja, haria seeks revenge, intertwining with a family secret and inheritance dispute.",0.0,,hindi,1945.0,original,"anger, caring",anger
nachnewale gaanewale,music,6.0,0.065,1991-07-26,"sheeba, shahbaz khan, ananth narayan mahadevan, raza murad, shakti kapoor","jaggu and maggu are two friends who live together; sing and dance at weddings, anniversaries, births, and parties for a living. jaggu has a son named chander, while maggu has a daughter named kamla. they decide to get the children married, and formalize their marriage when they are adults.",0.0,,hindi,1991.0,original,neutral,neutral
